player_name,season,market_value_eur,univariate_prediction,multivariate_prediction,encoder_decoder_prediction,univariate_error,multivariate_error,encoder_decoder_error,univariate_mae,multivariate_mae,encoder_decoder_mae,season_encoded,team,position,position_encoded,current_age,log_market_value,market_value_tier_encoded,market_value_source,age_squared,age_decay_factor,career_stage,pos_Defender,pos_Forward,pos_Goalkeeper,pos_Midfielder,matches,minutes_played,minutes_per_match,minutes_played_tier_encoded,goals,assists,shots,passes_total,passes_complete,pass_accuracy_pct,pass_accuracy_tier_encoded,tackles_total,tackles_won,tackle_success_rate,dribbles,interceptions,fouls_committed,goals_per90,assists_per90,shots_per90,goal_contributions_per90,shot_conversion_rate,assist_to_goal_ratio,defensive_actions_per90,dribbles_per90,attacking_output_index,total_injuries,total_days_injured,total_matches_missed,most_common_injury,injury_burden_index,availability_rate,injury_frequency,total_injuries_tier_encoded,total_tweets,total_likes,positive_tweets,negative_tweets,tweet_engagement_rate,social_buzz_score,transfer_attractiveness_score,vader_positive_score,vader_negative_score,vader_compound_score,tb_polarity,tb_subjectivity,positive_count,negative_count,neutral_count,sentiment_label,univariate_error_pct,multivariate_error_pct,encoder_decoder_error_pct,market_value_lag1,market_value_lag2,univariate_lag1
Achraf Grujic,2019/20,21106162.0,21106162.0,21106162.0,21106162.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Borussia Dortmund,Forward,4,25,16.8651,2,original,625,1.0,Prime,0,1,0,0,36,2340,65.0,2,21,15,153,1485,1388,93.5,3,63,48,0.7619,87,69,22,0.8077,0.5769,5.8846,1.3846,0.1373,0.7143,5.0769,3.3462,7.5231,3,111,6,Hip flexor strain,333,0.8571,3.0,1,5,6670,4,1,1334.0,6670.0,390.8505,0.0447,0.1508,-0.1506,0.6181,0.6944,1,3,2,Negative,0.0,0.0,0.0,21106162.0,21106162.0,21106162.0
Achraf Grujic,2020/21,21106162.0,21106162.0,21106162.0,21106162.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Borussia Dortmund,Forward,4,26,16.8651,2,original,676,0.9512,Prime,0,1,0,0,36,2340,65.0,2,21,15,153,1485,1388,93.5,3,63,48,0.7619,87,69,22,0.8077,0.5769,5.8846,1.3846,0.1373,0.7143,5.0769,3.3462,7.5231,3,111,6,Hip flexor strain,333,0.8571,1.5,1,5,6670,4,1,1334.0,6670.0,405.8505,0.1613,0.0565,0.2528,0.2752,0.426,3,1,2,Positive,0.0,0.0,0.0,21106162.0,21106162.0,21106162.0
Achraf Grujic,2021/22,21106162.0,21106162.0,21106162.0,21106162.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Borussia Dortmund,Forward,4,27,16.8651,2,original,729,0.9048,Prime,0,1,0,0,36,2340,65.0,2,21,15,153,1485,1388,93.5,3,63,48,0.7619,87,69,22,0.8077,0.5769,5.8846,1.3846,0.1373,0.7143,5.0769,3.3462,7.5231,3,111,6,Hip flexor strain,333,0.8571,1.0,1,5,6670,4,1,1334.0,6670.0,410.8505,0.1893,0.097,0.1737,0.0878,0.4719,3,2,1,Positive,0.0,0.0,0.0,21106162.0,21106162.0,21106162.0
Achraf Grujic,2022/23,21106162.0,21106162.0,20974924.0,22381102.0,0.0,131238.0,-1274940.0,0.0,131238.0,1274940.0,4,Borussia Dortmund,Forward,4,28,16.8651,2,original,784,0.8607,Experienced,0,1,0,0,36,2340,65.0,2,21,15,153,1485,1388,93.5,3,63,48,0.7619,87,69,22,0.8077,0.5769,5.8846,1.3846,0.1373,0.7143,5.0769,3.3462,7.5231,3,111,6,Hip flexor strain,333,0.8571,0.75,1,5,6670,4,1,1334.0,6670.0,413.3505,0.127,0.0237,0.244,0.4627,0.5474,3,0,3,Positive,0.0,0.621799424177668,-6.040605296187659,21106162.0,21106162.0,21106162.0
Achraf Grujic,2023/24,21106162.0,21106162.0,20263576.0,22934820.0,0.0,842586.0,-1828658.0,0.0,842586.0,1828658.0,5,Borussia Dortmund,Forward,4,29,16.8651,2,original,841,0.8187,Experienced,0,1,0,0,36,2340,65.0,2,21,15,153,1485,1388,93.5,3,63,48,0.7619,87,69,22,0.8077,0.5769,5.8846,1.3846,0.1373,0.7143,5.0769,3.3462,7.5231,3,111,6,Hip flexor strain,333,0.8571,0.6,1,5,6670,4,1,1334.0,6670.0,414.8505,0.0447,0.1615,-0.1656,0.3583,0.3667,1,4,1,Negative,0.0,3.992132534937781,-8.664094937578184,21106162.0,21106162.0,21106162.0
Achraf Kowalczyk,2019/20,61783878.0,61783878.0,61783878.0,61783878.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Olympique Lyon,Defender,2,25,17.9392,4,original,625,1.0,Prime,1,0,0,0,9,477,53.0,1,0,0,0,789,672,85.2,3,67,44,0.6567,34,10,8,0.0,0.0,0.0,0.0,0.0,0.0,14.5283,6.4151,1.9245,0,0,0,,0,1.0,0.0,0,1,4265,1,0,4265.0,4265.0,292.5751,0.131,0.1613,-0.0019,0.3139,0.6926,1,2,0,Neutral,0.0,0.0,0.0,61783878.0,61783878.0,61783878.0
Achraf Kowalczyk,2020/21,61783878.0,61783878.0,61783878.0,61783878.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Olympique Lyon,Defender,2,26,17.9392,4,original,676,0.9512,Prime,1,0,0,0,9,477,53.0,1,0,0,0,789,672,85.2,3,67,44,0.6567,34,10,8,0.0,0.0,0.0,0.0,0.0,0.0,14.5283,6.4151,1.9245,0,0,0,,0,1.0,0.0,0,1,4265,1,0,4265.0,4265.0,292.5751,0.2527,0.0,0.3747,0.0028,0.3794,2,0,1,Positive,0.0,0.0,0.0,61783878.0,61783878.0,61783878.0
Achraf Kowalczyk,2021/22,61783878.0,61783878.0,61783878.0,61783878.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Olympique Lyon,Defender,2,27,17.9392,4,original,729,0.9048,Prime,1,0,0,0,9,477,53.0,1,0,0,0,789,672,85.2,3,67,44,0.6567,34,10,8,0.0,0.0,0.0,0.0,0.0,0.0,14.5283,6.4151,1.9245,0,0,0,,0,1.0,0.0,0,1,4265,1,0,4265.0,4265.0,292.5751,0.0,0.1527,-0.266,-0.2333,0.0667,0,2,1,Negative,0.0,0.0,0.0,61783878.0,61783878.0,61783878.0
Achraf Kowalczyk,2022/23,61783878.0,61783880.0,58956088.0,67825032.0,-2.0,2827790.0,-6041154.0,2.0,2827790.0,6041154.0,4,Olympique Lyon,Defender,2,28,17.9392,4,original,784,0.8607,Experienced,1,0,0,0,9,477,53.0,1,0,0,0,789,672,85.2,3,67,44,0.6567,34,10,8,0.0,0.0,0.0,0.0,0.0,0.0,14.5283,6.4151,1.9245,0,0,0,,0,1.0,0.0,0,1,4265,1,0,4265.0,4265.0,292.5751,0.0613,0.1013,-0.036,-0.1417,0.1278,1,1,1,Neutral,-3.2370903743353504e-06,4.5769058948208805,-9.77788073163875,61783878.0,61783878.0,61783878.0
Achraf Kowalczyk,2023/24,61783878.0,61783880.0,61450352.0,64771152.0,-2.0,333526.0,-2987274.0,2.0,333526.0,2987274.0,5,Olympique Lyon,Defender,2,29,17.9392,4,original,841,0.8187,Experienced,1,0,0,0,9,477,53.0,1,0,0,0,789,672,85.2,3,67,44,0.6567,34,10,8,0.0,0.0,0.0,0.0,0.0,0.0,14.5283,6.4151,1.9245,0,0,0,,0,1.0,0.0,0,1,4265,1,0,4265.0,4265.0,292.5751,0.1987,0.1347,0.0877,0.1917,0.4611,2,1,0,Positive,-3.2370903743353504e-06,0.539826902095286,-4.83503795545113,61783878.0,61783878.0,61783880.0
Achraf Sorensen,2019/20,76612300.0,76612300.0,76612300.0,76612300.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PSV Eindhoven,Defender,2,25,18.1543,4,original,625,1.0,Prime,1,0,0,0,18,954,53.0,1,1,9,17,1180,808,68.5,1,90,68,0.7556,57,29,3,0.0943,0.8491,1.6038,0.9434,0.0588,9.0,11.2264,5.3774,4.3962,0,0,0,,0,1.0,0.0,0,3,6177,0,2,2059.0,6177.0,387.3029,0.0452,0.158,-0.1809,0.05,0.2125,0,3,1,Negative,0.0,0.0,0.0,76612300.0,76612300.0,76612300.0
Achraf Sorensen,2020/21,76612300.0,76612300.0,76612300.0,76612300.0,0.0,0.0,0.0,0.0,0.0,0.0,2,PSV Eindhoven,Defender,2,26,18.1543,4,original,676,0.9512,Prime,1,0,0,0,18,954,53.0,1,1,9,17,1180,808,68.5,1,90,68,0.7556,57,29,3,0.0943,0.8491,1.6038,0.9434,0.0588,9.0,11.2264,5.3774,4.3962,0,0,0,,0,1.0,0.0,0,3,6177,0,2,2059.0,6177.0,387.3029,0.0,0.2482,-0.4737,-0.0038,0.6388,0,3,1,Negative,0.0,0.0,0.0,76612300.0,76612300.0,76612300.0
Achraf Sorensen,2021/22,76612300.0,76612300.0,76612300.0,76612300.0,0.0,0.0,0.0,0.0,0.0,0.0,3,PSV Eindhoven,Defender,2,27,18.1543,4,original,729,0.9048,Prime,1,0,0,0,18,954,53.0,1,1,9,17,1180,808,68.5,1,90,68,0.7556,57,29,3,0.0943,0.8491,1.6038,0.9434,0.0588,9.0,11.2264,5.3774,4.3962,0,0,0,,0,1.0,0.0,0,3,6177,0,2,2059.0,6177.0,387.3029,0.127,0.1788,-0.1197,0.1125,0.4958,2,2,0,Negative,0.0,0.0,0.0,76612300.0,76612300.0,76612300.0
Achraf Sorensen,2022/23,76612300.0,76612304.0,80066304.0,75787128.0,-4.0,-3454004.0,825172.0,4.0,3454004.0,825172.0,4,PSV Eindhoven,Defender,2,28,18.1543,4,original,784,0.8607,Experienced,1,0,0,0,18,954,53.0,1,1,9,17,1180,808,68.5,1,90,68,0.7556,57,29,3,0.0943,0.8491,1.6038,0.9434,0.0588,9.0,11.2264,5.3774,4.3962,0,0,0,,0,1.0,0.0,0,3,6177,0,2,2059.0,6177.0,387.3029,0.063,0.1708,-0.2271,-0.1267,0.5492,1,2,1,Negative,-5.221093672672747e-06,-4.50841960744659,1.077075077016679,76612300.0,76612300.0,76612300.0
Achraf Sorensen,2023/24,76612300.0,76612304.0,75586768.0,81469416.0,-4.0,1025532.0,-4857116.0,4.0,1025532.0,4857116.0,5,PSV Eindhoven,Defender,2,29,18.1543,4,original,841,0.8187,Experienced,1,0,0,0,18,954,53.0,1,1,9,17,1180,808,68.5,1,90,68,0.7556,57,29,3,0.0943,0.8491,1.6038,0.9434,0.0588,9.0,11.2264,5.3774,4.3962,0,0,0,,0,1.0,0.0,0,3,6177,0,2,2059.0,6177.0,387.3029,0.0765,0.1778,-0.2186,-0.0333,0.2333,0,3,1,Negative,-5.221093672672747e-06,1.3385996590808569,-6.339864403759391,76612300.0,76612300.0,76612304.0
Achraf Thomas,2019/20,55967501.0,55967501.0,55967501.0,55967501.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Liverpool,Midfielder,3,25,17.8403,3,original,625,1.0,Prime,0,0,0,1,22,1980,90.0,2,5,5,15,805,648,80.5,2,23,16,0.6957,134,46,4,0.2273,0.2273,0.6818,0.4545,0.3333,1.0,3.1364,6.0909,3.3045,0,0,0,,0,1.0,0.0,0,1,3956,0,0,3956.0,3956.0,277.5874,0.0,0.0927,-0.1335,0.3278,0.3222,0,1,2,Negative,0.0,0.0,0.0,55967501.0,55967501.0,55967501.0
Achraf Thomas,2020/21,55967501.0,55967501.0,55967501.0,55967501.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Liverpool,Midfielder,3,26,17.8403,3,original,676,0.9512,Prime,0,0,0,1,22,1980,90.0,2,5,5,15,805,648,80.5,2,23,16,0.6957,134,46,4,0.2273,0.2273,0.6818,0.4545,0.3333,1.0,3.1364,6.0909,3.3045,0,0,0,,0,1.0,0.0,0,1,3956,0,0,3956.0,3956.0,277.5874,0.076,0.0,0.1102,0.1,0.4,1,0,2,Positive,0.0,0.0,0.0,55967501.0,55967501.0,55967501.0
Achraf Thomas,2021/22,55967501.0,55967501.0,55967501.0,55967501.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Liverpool,Midfielder,3,27,17.8403,3,original,729,0.9048,Prime,0,0,0,1,22,1980,90.0,2,5,5,15,805,648,80.5,2,23,16,0.6957,134,46,4,0.2273,0.2273,0.6818,0.4545,0.3333,1.0,3.1364,6.0909,3.3045,0,0,0,,0,1.0,0.0,0,1,3956,0,0,3956.0,3956.0,277.5874,0.0603,0.19,-0.2314,0.35,0.6148,0,3,0,Negative,0.0,0.0,0.0,55967501.0,55967501.0,55967501.0
Achraf Thomas,2022/23,55967501.0,55967500.0,56970732.0,53650736.0,1.0,-1003231.0,2316765.0,1.0,1003231.0,2316765.0,4,Liverpool,Midfielder,3,28,17.8403,3,original,784,0.8607,Experienced,0,0,0,1,22,1980,90.0,2,5,5,15,805,648,80.5,2,23,16,0.6957,134,46,4,0.2273,0.2273,0.6818,0.4545,0.3333,1.0,3.1364,6.0909,3.3045,0,0,0,,0,1.0,0.0,0,1,3956,0,0,3956.0,3956.0,277.5874,0.0,0.154,-0.2868,0.125,0.3833,0,2,1,Negative,1.7867511757090748e-06,-1.7925241687577909,4.139482587591635,55967501.0,55967501.0,55967501.0
Achraf Thomas,2023/24,55967501.0,55967500.0,56281176.0,55763864.0,1.0,-313675.0,203637.0,1.0,313675.0,203637.0,5,Liverpool,Midfielder,3,29,17.8403,3,original,841,0.8187,Experienced,0,0,0,1,22,1980,90.0,2,5,5,15,805,648,80.5,2,23,16,0.6957,134,46,4,0.2273,0.2273,0.6818,0.4545,0.3333,1.0,3.1364,6.0909,3.3045,0,0,0,,0,1.0,0.0,0,1,3956,0,0,3956.0,3956.0,277.5874,0.076,0.0993,-0.0654,-0.0667,0.2333,1,1,1,Negative,1.7867511757090748e-06,-0.5604591750405441,0.3638486491678689,55967501.0,55967501.0,55967500.0
Adnan Januzaj,2019/20,7500000.0,7500000.0,7500000.0,7500000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Real Sociedad,Midfielder,3,25,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,85,42.5,1,0,0,4,26,21,80.8,2,3,0,0.0,6,0,1,0.0,0.0,4.2353,0.0,0.0,0.0,3.1765,6.3529,4.0235,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,76.9361,0.0613,0.0357,0.0975,0.1361,0.35,1,0,2,Positive,0.0,0.0,0.0,7500000.0,7500000.0,7500000.0
Adnan Januzaj,2020/21,7500000.0,7500000.0,7500000.0,7500000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Real Sociedad,Midfielder,3,26,15.8304,1,estimated,676,0.9512,Prime,0,0,0,1,2,85,42.5,1,0,0,4,26,21,80.8,2,3,0,0.0,6,0,1,0.0,0.0,4.2353,0.0,0.0,0.0,3.1765,6.3529,4.0235,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,76.9361,0.313,0.0647,0.3575,0.0861,0.3294,2,1,0,Positive,0.0,0.0,0.0,7500000.0,7500000.0,7500000.0
Adnan Januzaj,2021/22,7500000.0,7500000.0,7500000.0,7500000.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Real Sociedad,Midfielder,3,27,15.8304,1,estimated,729,0.9048,Prime,0,0,0,1,2,85,42.5,1,0,0,4,26,21,80.8,2,3,0,0.0,6,0,1,0.0,0.0,4.2353,0.0,0.0,0.0,3.1765,6.3529,4.0235,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,76.9361,0.084,0.199,-0.2611,0.0783,0.6433,1,2,0,Negative,0.0,0.0,0.0,7500000.0,7500000.0,7500000.0
Adnan Januzaj,2022/23,4000000.0,3996928.5,3914052.75,4106055.25,3071.5,85947.25,-106055.25,3071.5,85947.25,106055.25,4,Real Sociedad,Midfielder,3,28,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,85,42.5,1,0,0,4,26,21,80.8,2,3,0,0.0,6,0,1,0.0,0.0,4.2353,0.0,0.0,0.0,3.1765,6.3529,4.0235,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,75.6789,0.084,0.199,-0.2611,0.0783,0.6433,1,2,0,Negative,0.0767874808031298,2.148680712829822,-2.6513805871548533,7500000.0,7500000.0,7500000.0
Adnan Januzaj,2023/24,4000000.0,3997433.75,4036264.75,3643931.0,2566.25,-36264.75,356069.0,2566.25,36264.75,356069.0,5,Real Sociedad,Midfielder,3,29,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,85,42.5,1,0,0,4,26,21,80.8,2,3,0,0.0,6,0,1,0.0,0.0,4.2353,0.0,0.0,0.0,3.1765,6.3529,4.0235,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,75.6789,0.0827,0.0853,-0.0086,0.2389,0.4056,0,0,3,Neutral,0.0641562339609415,-0.9066185233453692,8.901722774569306,4000000.0,7500000.0,3996928.5
Adrien Hoffmann,2019/20,74915393.0,74915393.0,74915393.0,74915393.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Celtic,Midfielder,3,25,18.1319,4,original,625,1.0,Prime,0,0,0,1,20,1540,77.0,2,6,10,55,1596,1160,72.7,2,11,7,0.6364,116,42,35,0.3506,0.5844,3.2143,0.9351,0.1091,1.6667,3.0974,6.7792,5.8617,2,76,10,Abdominal problems,152,0.6667,2.0,1,1,3919,1,0,3919.0,3919.0,256.1496,0.0,0.2363,-0.4321,-0.255,0.5498,0,3,0,Negative,0.0,0.0,0.0,74915393.0,74915393.0,74915393.0
Adrien Hoffmann,2020/21,74915393.0,74915393.0,74915393.0,74915393.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Celtic,Midfielder,3,26,18.1319,4,original,676,0.9512,Prime,0,0,0,1,20,1540,77.0,2,6,10,55,1596,1160,72.7,2,11,7,0.6364,116,42,35,0.3506,0.5844,3.2143,0.9351,0.1091,1.6667,3.0974,6.7792,5.8617,2,76,10,Abdominal problems,152,0.6667,1.0,1,1,3919,1,0,3919.0,3919.0,266.1496,0.0,0.2073,-0.3464,-0.1917,0.2981,0,3,0,Negative,0.0,0.0,0.0,74915393.0,74915393.0,74915393.0
Adrien Hoffmann,2021/22,74915393.0,74915393.0,74915393.0,74915393.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Celtic,Midfielder,3,27,18.1319,4,original,729,0.9048,Prime,0,0,0,1,20,1540,77.0,2,6,10,55,1596,1160,72.7,2,11,7,0.6364,116,42,35,0.3506,0.5844,3.2143,0.9351,0.1091,1.6667,3.0974,6.7792,5.8617,2,76,10,Abdominal problems,152,0.6667,0.6667,1,1,3919,1,0,3919.0,3919.0,269.4829,0.0,0.0927,-0.1335,0.3278,0.3222,0,1,2,Negative,0.0,0.0,0.0,74915393.0,74915393.0,74915393.0
Adrien Hoffmann,2022/23,74915393.0,74915392.0,72483880.0,73711056.0,1.0,2431513.0,1204337.0,1.0,2431513.0,1204337.0,4,Celtic,Midfielder,3,28,18.1319,4,original,784,0.8607,Experienced,0,0,0,1,20,1540,77.0,2,6,10,55,1596,1160,72.7,2,11,7,0.6364,116,42,35,0.3506,0.5844,3.2143,0.9351,0.1091,1.6667,3.0974,6.7792,5.8617,2,76,10,Abdominal problems,152,0.6667,0.5,1,1,3919,1,0,3919.0,3919.0,271.1496,0.1373,0.2117,-0.1947,0.0,0.3667,1,2,0,Negative,1.334839138668883e-06,3.2456787185821914,1.6075961637470666,74915393.0,74915393.0,74915393.0
Adrien Hoffmann,2023/24,74915393.0,74915392.0,75302320.0,69752024.0,1.0,-386927.0,5163369.0,1.0,386927.0,5163369.0,5,Celtic,Midfielder,3,29,18.1319,4,original,841,0.8187,Experienced,0,0,0,1,20,1540,77.0,2,6,10,55,1596,1160,72.7,2,11,7,0.6364,116,42,35,0.3506,0.5844,3.2143,0.9351,0.1091,1.6667,3.0974,6.7792,5.8617,2,76,10,Abdominal problems,152,0.6667,0.4,1,1,3919,1,0,3919.0,3919.0,272.1496,0.0,0.146,-0.224,0.05,0.1,0,2,1,Negative,1.334839138668883e-06,-0.5164853034077348,6.892267028589612,74915393.0,74915393.0,74915392.0
