player_name,player_id,club_id,age,date,market_value_eur
Lionel Messi,28003,131,25,07-08-2012,120000000
Lionel Messi,28003,131,25,10-01-2013,120000000
Lionel Messi,28003,131,25,12-06-2013,120000000
Lionel Messi,28003,131,26,23-01-2014,120000000
Lionel Messi,28003,131,27,20-07-2014,120000000
Lionel Messi,28003,131,27,23-01-2015,120000000
Lionel Messi,28003,131,28,01-07-2015,120000000
Lionel Messi,28003,131,28,22-02-2016,120000000
Lionel Messi,28003,131,29,15-07-2016,120000000
Lionel Messi,28003,131,29,24-01-2017,120000000
Lionel Messi,28003,131,29,05-06-2017,120000000
Lionel Messi,28003,131,30,01-01-2018,180000000
Lionel Messi,28003,131,30,30-05-2018,180000000
Lionel Messi,28003,131,31,21-12-2018,160000000
Lionel Messi,28003,131,31,11-06-2019,150000000
Lionel Messi,28003,131,32,20-12-2019,140000000
Lionel Messi,28003,131,32,08-04-2020,112000000
Lionel Messi,28003,131,33,08-10-2020,100000000
Lionel Messi,28003,131,33,05-01-2021,80000000
Lionel Messi,28003,131,33,10-06-2021,80000000
Lionel Messi,28003,583,34,16-12-2021,60000000
Lionel Messi,28003,583,34,30-05-2022,50000000
Lionel Messi,28003,583,35,02-11-2022,50000000
Lionel Messi,28003,583,35,27-03-2023,45000000
Lionel Messi,28003,583,36,27-06-2023,35000000
Lionel Messi,28003,69261,36,22-08-2023,35000000
Lionel Messi,28003,69261,36,18-12-2023,35000000
Lionel Messi,28003,69261,36,25-03-2024,30000000
Lionel Messi,28003,69261,36,13-06-2024,30000000
Lionel Messi,28003,69261,37,26-09-2024,25000000
Lionel Messi,28003,69261,37,12-12-2024,20000000
Lionel Messi,28003,69261,37,05-06-2025,18000000
Lionel Messi,28003,69261,38,11-12-2025,15000000
Erling Haaland,418560,1057,16,18-12-2016,200000
Erling Haaland,418560,687,17,23-12-2017,300000
Erling Haaland,418560,687,18,10-09-2018,2000000
Erling Haaland,418560,687,18,30-12-2018,5000000
Erling Haaland,418560,409,18,03-06-2019,5000000
Erling Haaland,418560,409,19,03-09-2019,12000000
Erling Haaland,418560,409,19,07-11-2019,30000000
Erling Haaland,418560,409,19,16-12-2019,45000000
Erling Haaland,418560,16,19,11-02-2020,60000000
Erling Haaland,418560,16,19,11-03-2020,80000000
Erling Haaland,418560,16,19,08-04-2020,72000000
Erling Haaland,418560,16,20,16-09-2020,80000000
Erling Haaland,418560,16,20,26-11-2020,100000000
Erling Haaland,418560,16,20,10-02-2021,110000000
Erling Haaland,418560,16,20,09-06-2021,130000000
Erling Haaland,418560,16,21,07-10-2021,150000000
Erling Haaland,418560,16,21,22-12-2021,150000000
Erling Haaland,418560,16,21,09-06-2022,150000000
Erling Haaland,418560,281,22,03-11-2022,170000000
Erling Haaland,418560,281,22,20-06-2023,180000000
Erling Haaland,418560,281,23,19-12-2023,180000000
Erling Haaland,418560,281,23,27-05-2024,180000000
Erling Haaland,418560,281,24,01-10-2024,200000000
Erling Haaland,418560,281,24,16-12-2024,200000000
Erling Haaland,418560,281,24,30-05-2025,180000000
Erling Haaland,418560,281,25,09-12-2025,200000000
Kylian Mbappe,342229,9669,16,02-12-2015,50000
Kylian Mbappe,342229,162,17,04-02-2016,250000
Kylian Mbappe,342229,162,17,09-04-2016,1000000
Kylian Mbappe,342229,162,17,13-07-2016,1500000
Kylian Mbappe,342229,162,17,01-11-2016,4000000
Kylian Mbappe,342229,162,18,16-01-2017,10000000
Kylian Mbappe,342229,162,18,01-06-2017,35000000
Kylian Mbappe,342229,583,18,12-10-2017,90000000
Kylian Mbappe,342229,583,19,24-01-2018,120000000
Kylian Mbappe,342229,583,19,04-06-2018,120000000
Kylian Mbappe,342229,583,19,16-07-2018,150000000
Kylian Mbappe,342229,583,19,24-10-2018,180000000
Kylian Mbappe,342229,583,19,17-12-2018,200000000
Kylian Mbappe,342229,583,20,03-06-2019,200000000
Kylian Mbappe,342229,583,20,19-12-2019,200000000
Kylian Mbappe,342229,583,21,08-04-2020,180000000
Kylian Mbappe,342229,583,21,15-10-2020,180000000
Kylian Mbappe,342229,583,22,09-04-2021,160000000
Kylian Mbappe,342229,583,22,01-06-2021,160000000
Kylian Mbappe,342229,583,22,16-12-2021,160000000
Kylian Mbappe,342229,583,23,30-05-2022,160000000
Kylian Mbappe,342229,583,23,02-11-2022,160000000
Kylian Mbappe,342229,583,24,23-12-2022,180000000
Kylian Mbappe,342229,583,24,27-06-2023,180000000
Kylian Mbappe,342229,583,24,18-12-2023,180000000
Kylian Mbappe,342229,583,25,03-06-2024,180000000
Kylian Mbappe,342229,418,26,27-12-2024,160000000
Kylian Mbappe,342229,418,26,21-03-2025,170000000
Kylian Mbappe,342229,418,26,09-06-2025,180000000
Kylian Mbappe,342229,418,26,12-12-2025,200000000
Jude Bellingham,581977,311,19,01-02-2019,100000
Jude Bellingham,581977,311,19,01-08-2019,200000
Jude Bellingham,581977,311,20,29-12-2019,425000
Jude Bellingham,581977,311,20,08-04-2020,375000
Jude Bellingham,581977,311,20,23-06-2020,650000
Jude Bellingham,581977,311,21,21-12-2020,800000
Jude Bellingham,581977,311,21,22-06-2021,1500000
Jude Bellingham,581977,6502,22,26-12-2021,1500000
Jude Bellingham,581977,6502,22,18-06-2022,1300000
Jude Bellingham,581977,6502,23,14-11-2022,1200000
Jude Bellingham,581977,6502,23,23-06-2023,1300000
Jude Bellingham,581977,6502,24,19-12-2023,1200000
Jude Bellingham,581977,6502,24,14-06-2024,1200000
Jude Bellingham,581977,6502,25,05-12-2024,1000000
Jude Bellingham,581977,6502,25,03-06-2025,900000
Jude Bellingham,581977,6502,26,16-12-2025,900000
Karol Romano,581978,1924,25,27-01-2021,72954722
Karol Romano,581978,1924,26,10-10-2022,76443141
Karol Romano,581978,1924,27,15-09-2023,83619721
Miguel Savic,581979,358,21,14-08-2015,61414632
Miguel Savic,581979,358,22,28-03-2016,61735376
Lucas Bernard,581980,670,22,08-12-2021,16131350
Lucas Bernard,581980,670,23,06-09-2022,14997963
Kai Marino,581981,786,24,03-12-2020,37558592
Kai Marino,581981,786,25,02-07-2021,44137919
Kai Marino,581981,786,26,23-09-2022,33199166
Kai Marino,581981,786,27,27-09-2023,40685010
Kai Marino,581981,786,28,21-01-2024,69055126
Kai Marino,581981,786,29,21-01-2025,128885591
Luka Bianchi,581982,603,23,09-08-2021,18871007
Luka Bianchi,581982,603,24,27-03-2022,18126984
Luka Bianchi,581982,603,25,10-03-2023,26877248
Michal Savic,581983,506,25,03-08-2021,12406683
Michal Savic,581983,506,26,07-12-2022,13933881
Michal Savic,581983,506,27,14-12-2023,11703457
Nayef Ferrari,581984,638,20,22-03-2020,51541690
Nayef Ferrari,581984,638,21,27-04-2021,64486687
Nayef Ferrari,581984,638,22,22-08-2022,80535904
Nayef Ferrari,581984,638,23,21-07-2023,67872815
Kristian Costa,581985,1324,25,04-05-2018,48432891
Kristian Costa,581985,1324,26,15-06-2019,51718462
Kristian Costa,581985,1324,27,14-02-2020,48332058
Kristian Costa,581985,1324,28,11-11-2021,44268741
Diego Lopez,581986,332,23,16-08-2020,47151206
Diego Lopez,581986,332,24,22-04-2021,53772344
Diego Lopez,581986,332,25,09-09-2022,39182050
Lorenzo Becker,581987,540,17,11-07-2019,55395832
Lorenzo Becker,581987,540,18,15-07-2020,58528541
Lorenzo Becker,581987,540,19,02-05-2021,62180741
Lorenzo Becker,581987,540,20,08-06-2022,72572116
Maximilian Keita,581988,1403,21,06-09-2018,6624158
Maximilian Keita,581988,1403,22,21-02-2019,6508104
Maximilian Keita,581988,1403,23,20-10-2020,10838630
Maximilian Keita,581988,1403,24,20-09-2021,7277970
Maximilian Keita,581988,1403,25,24-01-2022,4502075
Mathias Lopez,581989,1743,18,25-09-2021,51393769
Mathias Lopez,581989,1743,19,02-09-2022,47559069
Mathias Lopez,581989,1743,20,18-04-2023,49781074
Mathias Lopez,581989,1743,21,27-09-2024,111378357
Martin Meyer,581990,910,21,11-07-2021,31280751
Martin Meyer,581990,910,22,24-04-2022,30850516
Martin Meyer,581990,910,23,02-01-2023,50931008
Aleksandar Kaminski,581991,1646,18,02-03-2019,71173067
Aleksandar Kaminski,581991,1646,19,01-04-2020,72115105
Aleksandar Kaminski,581991,1646,20,23-04-2021,94556119
Aleksandar Kaminski,581991,1646,21,24-02-2022,54257192
Aleksandar Kaminski,581991,1646,22,13-11-2023,160376700
Mateusz Cisse,581992,920,21,17-12-2021,18108451
Mateusz Cisse,581992,920,22,24-07-2022,21393246
Raphinha Schulz,581993,141,25,19-07-2019,2478608
Raphinha Schulz,581993,141,26,20-05-2020,2423368
Raphinha Schulz,581993,141,27,14-09-2021,3652413
Casemiro Olsen,581994,1622,21,09-11-2017,3644983
Casemiro Olsen,581994,1622,22,13-05-2018,4120582
Casemiro Olsen,581994,1622,23,08-07-2019,4187301
Casemiro Olsen,581994,1622,24,16-05-2020,5181509
Casemiro Olsen,581994,1622,25,18-09-2021,9276840
Lucas Garcia,581995,600,17,25-09-2018,51825978
Lucas Garcia,581995,600,18,15-04-2019,61456876
Lucas Garcia,581995,600,19,01-07-2020,66311566
Lucas Garcia,581995,600,20,15-06-2021,91467836
Lucas Garcia,581995,600,21,04-11-2022,73350763
Milan Muller,581996,736,19,06-04-2021,45118734
Milan Muller,581996,736,20,16-10-2022,56214833
Mateusz Costa,581997,611,19,17-12-2018,11759361
Mateusz Costa,581997,611,20,25-04-2019,14532923
Mateusz Costa,581997,611,21,16-05-2020,10030587
Mateusz Costa,581997,611,22,24-06-2021,14194452
Mateusz Costa,581997,611,23,02-06-2022,27243527
Mateusz Costa,581997,611,24,20-07-2023,26404614
Mason Richard,581998,1884,21,26-08-2020,1247830
Mason Richard,581998,1884,22,11-11-2021,1395367
Mason Richard,581998,1884,23,15-12-2022,1233634
Andrea Becker,581999,1089,25,14-12-2021,69545775
Andrea Becker,581999,1089,26,05-01-2022,64747240
Milan Taylor,582000,431,18,04-01-2016,70285033
Milan Taylor,582000,431,19,16-03-2017,88151568
Milan Taylor,582000,431,20,17-08-2018,93027297
Federico Ferrari,582001,386,23,14-05-2018,73928512
Federico Ferrari,582001,386,24,22-05-2019,87825386
Marcus Esposito,582002,1170,22,17-11-2019,43769935
Marcus Esposito,582002,1170,23,20-12-2020,42972654
Marcus Esposito,582002,1170,24,20-05-2021,48118697
Declan Brown,582003,1066,20,23-08-2017,62626724
Declan Brown,582003,1066,21,14-03-2018,56610079
Declan Brown,582003,1066,22,03-01-2019,57733579
Mathias Thomas,582004,738,20,11-02-2020,25689235
Mathias Thomas,582004,738,21,15-10-2021,23748236
Pablo Milinkovic,582005,420,22,12-11-2020,9461986
Pablo Milinkovic,582005,420,23,07-05-2021,8569264
Pablo Milinkovic,582005,420,24,28-07-2022,9722541
Pablo Milinkovic,582005,420,25,10-06-2023,13790408
Pablo Milinkovic,582005,420,26,13-05-2024,16537584
Pablo Milinkovic,582005,420,27,21-11-2025,17008782
Eder Sylla,582006,514,19,09-10-2015,10898669
Eder Sylla,582006,514,20,26-09-2016,10254872
Eder Sylla,582006,514,21,25-07-2017,14038127
Nicolo Thomas,582007,776,21,16-04-2021,77763201
Nicolo Thomas,582007,776,22,26-04-2022,75215659
Nicolo Thomas,582007,776,23,03-10-2023,130538734
Nicolo Thomas,582007,776,24,06-08-2024,68498627
Nicolo Thomas,582007,776,25,11-02-2025,189757802
Nicolo Thomas,582007,776,26,02-03-2026,245377915
Luca Hansen,582008,1147,23,17-02-2020,59514061
Luca Hansen,582008,1147,24,13-07-2021,59294403
Luca Hansen,582008,1147,25,23-08-2022,87072307
Luca Hansen,582008,1147,26,27-09-2023,67331541
Luca Hansen,582008,1147,27,03-10-2024,66152159
Matteo Kowalski,582009,1824,19,27-07-2020,29209086
Matteo Kowalski,582009,1824,20,16-12-2021,32836689
Matteo Kowalski,582009,1824,21,22-02-2022,43160787
Matteo Kowalski,582009,1824,22,14-11-2023,41385214
Elias Evans,582010,813,17,25-11-2021,24392421
Elias Evans,582010,813,18,14-04-2022,25329007
Elias Evans,582010,813,19,07-07-2023,32079120
Elias Evans,582010,813,20,24-01-2024,28211656
Andreas Weber,582011,501,22,10-06-2019,59835049
Andreas Weber,582011,501,23,12-05-2020,56103938
Andreas Weber,582011,501,24,01-10-2021,72547567
Dusan Alvarez,582012,659,21,23-12-2020,5000077
Dusan Alvarez,582012,659,22,21-01-2021,5006153
Dusan Alvarez,582012,659,23,27-01-2022,8300725
Dusan Alvarez,582012,659,24,16-10-2023,9655429
Dusan Alvarez,582012,659,25,16-03-2024,8833590
Pablo Lewandowski,582013,1069,18,23-03-2015,73727492
Pablo Lewandowski,582013,1069,19,06-03-2016,87164757
Pablo Lewandowski,582013,1069,20,27-02-2017,64196835
Pablo Lewandowski,582013,1069,21,21-12-2018,57864800
Maximilian Vlahovic,582014,227,18,28-04-2021,42676116
Maximilian Vlahovic,582014,227,19,24-01-2022,49591442
Maximilian Vlahovic,582014,227,20,22-06-2023,45545032
Maximilian Vlahovic,582014,227,21,06-10-2024,85184378
Maximilian Vlahovic,582014,227,22,12-09-2025,85250963
Maximilian Vlahovic,582014,227,23,22-07-2026,26003461
Matteo Rossi,582015,952,18,09-02-2016,8752163
Matteo Rossi,582015,952,19,02-05-2017,8481144
Matteo Rossi,582015,952,20,23-09-2018,11442491
Matteo Rossi,582015,952,21,21-12-2019,10533522
Matteo Rossi,582015,952,22,01-05-2020,20482501
Matteo Rossi,582015,952,23,12-02-2021,9176103
Maximilian Esposito,582016,799,18,03-03-2019,63079321
Maximilian Esposito,582016,799,19,06-06-2020,75179205
Maximilian Esposito,582016,799,20,01-03-2021,81469465
Maximilian Esposito,582016,799,21,07-11-2022,113278160
Maximilian Esposito,582016,799,22,03-12-2023,76618359
Marcus Richard,582017,605,20,13-12-2020,41809843
Marcus Richard,582017,605,21,09-03-2021,42429909
Marcus Richard,582017,605,22,14-04-2022,53011201
Eder Wojcik,582018,1810,21,09-12-2016,25765855
Eder Wojcik,582018,1810,22,03-08-2017,27719920
Eder Wojcik,582018,1810,23,12-06-2018,27978926
Bukayo Muller,582019,1681,24,27-10-2021,70701607
Bukayo Muller,582019,1681,25,18-10-2022,74538744
Bukayo Muller,582019,1681,26,23-07-2023,68494148
Phil Davies,582020,810,20,24-05-2017,39247182
Phil Davies,582020,810,21,25-04-2018,36747254
Phil Davies,582020,810,22,15-05-2019,39505502
Phil Davies,582020,810,23,04-09-2020,29827730
Phil Davies,582020,810,24,06-08-2021,71882716
Phil Davies,582020,810,25,19-06-2022,31327815
Leon Zielinski,582021,862,23,11-12-2020,76167851
Leon Zielinski,582021,862,24,12-01-2021,71738323
Leon Zielinski,582021,862,25,16-06-2022,70709101
Leon Zielinski,582021,862,26,04-03-2023,84367597
Leon Zielinski,582021,862,27,10-03-2024,195204655
Leon Zielinski,582021,862,28,06-01-2025,115449739
Theo Piotrowski,582022,999,23,08-05-2020,61763101
Theo Piotrowski,582022,999,24,20-06-2021,73457881
Theo Piotrowski,582022,999,25,13-05-2022,73788337
Theo Piotrowski,582022,999,26,08-09-2023,47477614
Theo Piotrowski,582022,999,27,14-05-2024,48869474
Kamil Kowalczyk,582023,1282,17,10-10-2016,54287771
Kamil Kowalczyk,582023,1282,18,17-04-2017,69819189
Kamil Kowalczyk,582023,1282,19,19-03-2018,89028149
Kamil Kowalczyk,582023,1282,20,11-01-2019,46833119
Kamil Kowalczyk,582023,1282,21,10-03-2020,149465465
Kamil Kowalczyk,582023,1282,22,15-07-2021,147082652
Gabriel Sorensen,582024,438,17,06-05-2020,62319038
Gabriel Sorensen,582024,438,18,06-04-2021,63753042
Gabriel Sorensen,582024,438,19,14-02-2022,96302216
Karol Schmidt,582025,1583,19,12-01-2020,33347443
Karol Schmidt,582025,1583,20,12-02-2021,36379980
Karol Schmidt,582025,1583,21,22-07-2022,39498079
Karol Schmidt,582025,1583,22,16-11-2023,54722952
Karol Schmidt,582025,1583,23,15-12-2024,40613860
Karol Schmidt,582025,1583,24,04-07-2025,32866174
Hamza Milinkovic,582026,363,19,27-11-2018,43229112
Hamza Milinkovic,582026,363,20,14-10-2019,51535535
Hamza Milinkovic,582026,363,21,03-06-2020,48347056
Hamza Milinkovic,582026,363,22,24-10-2021,56807255
Kylian Muller,582027,155,19,11-09-2021,30255270
Kylian Muller,582027,155,20,20-10-2022,37192659
Kylian Muller,582027,155,21,03-11-2023,43616527
Bruno Thomas,582028,571,24,14-02-2016,19032770
Bruno Thomas,582028,571,25,21-03-2017,19714802
Theo Wojcik,582029,971,21,16-01-2017,20732996
Theo Wojcik,582029,971,22,14-03-2018,20824382
Theo Wojcik,582029,971,23,22-09-2019,19323779
Theo Wojcik,582029,971,24,15-02-2020,38929906
Theo Wojcik,582029,971,25,24-02-2021,24116414
Arkadiusz Johansen,582030,1443,17,17-07-2016,54787520
Arkadiusz Johansen,582030,1443,18,01-08-2017,64349008
Arkadiusz Johansen,582030,1443,19,22-07-2018,73916293
Arkadiusz Johansen,582030,1443,20,02-05-2019,66925839
Kai Wozniak,582031,970,18,25-08-2019,35215287
Kai Wozniak,582031,970,19,28-09-2020,41723402
Kai Wozniak,582031,970,20,04-03-2021,58484441
Kai Wozniak,582031,970,21,18-07-2022,76000249
Kai Wozniak,582031,970,22,03-03-2023,85460329
James Vlahovic,582032,114,21,24-08-2016,45746901
James Vlahovic,582032,114,22,15-05-2017,49130122
James Vlahovic,582032,114,23,28-08-2018,38378997
James Vlahovic,582032,114,24,02-10-2019,58286779
James Vlahovic,582032,114,25,09-07-2020,87067323
James Vlahovic,582032,114,26,10-01-2021,54328951
Filip Perez,582033,1211,19,15-06-2017,36367744
Filip Perez,582033,1211,20,02-10-2018,37061398
Filip Perez,582033,1211,21,24-01-2019,32454853
Filip Perez,582033,1211,22,13-04-2020,50075477
Maximilian Sanchez,582034,458,25,21-08-2015,11780578
Maximilian Sanchez,582034,458,26,09-06-2016,12633965
Maximilian Sanchez,582034,458,27,23-10-2017,19565815
Raheem Oliveira,582035,599,24,02-03-2015,70770865
Raheem Oliveira,582035,599,25,24-11-2016,80943567
Theo Alvarez,582036,1763,23,21-12-2019,14072461
Theo Alvarez,582036,1763,24,13-01-2020,14365089
Leroy Pedersen,582037,476,18,26-04-2021,34974897
Leroy Pedersen,582037,476,19,10-10-2022,39464206
Leroy Pedersen,582037,476,20,28-04-2023,42752837
Leroy Pedersen,582037,476,21,02-06-2024,57129921
Leroy Pedersen,582037,476,22,07-07-2025,56891408
Aleksandar Smith,582038,662,21,06-11-2019,25426040
Aleksandar Smith,582038,662,22,01-07-2020,25781114
Leroy Kaminski,582039,524,23,15-10-2020,3012414
Leroy Kaminski,582039,524,24,21-06-2021,3663406
Leroy Kaminski,582039,524,25,08-01-2022,2655311
Hakim Silva,582040,1552,20,23-10-2015,44068260
Hakim Silva,582040,1552,21,19-07-2016,54238773
Hakim Silva,582040,1552,22,11-09-2017,58677158
Hakim Silva,582040,1552,23,18-01-2018,51837441
Hakim Silva,582040,1552,24,11-06-2019,50996799
Hakim Silva,582040,1552,25,05-08-2020,123587991
Piotr Sousa,582041,1849,20,09-07-2019,67471243
Piotr Sousa,582041,1849,21,28-10-2020,61594943
Piotr Sousa,582041,1849,22,21-08-2021,111772809
Riccardo Thomas,582042,1249,18,10-06-2016,46845273
Riccardo Thomas,582042,1249,19,15-01-2017,50620986
Riccardo Thomas,582042,1249,20,19-03-2018,43385147
Riccardo Thomas,582042,1249,21,19-07-2019,71191186
Riccardo Thomas,582042,1249,22,25-01-2020,60527222
Riccardo Thomas,582042,1249,23,10-09-2021,116836014
Simone Bernard,582043,1623,20,20-02-2018,66368272
Simone Bernard,582043,1623,21,07-04-2019,62305998
Simone Bernard,582043,1623,22,19-05-2020,111619888
Simone Bernard,582043,1623,23,06-12-2021,60844383
Simone Bernard,582043,1623,24,18-07-2022,184678770
Simone Bernard,582043,1623,25,07-07-2023,81062029
Ivan Johansen,582044,1944,22,22-11-2021,37930602
Ivan Johansen,582044,1944,23,25-11-2022,48706525
Ivan Johansen,582044,1944,24,18-09-2023,40015079
Ivan Johansen,582044,1944,25,28-07-2024,44776860
Hamza Thomas,582045,1113,21,28-03-2021,62765475
Hamza Thomas,582045,1113,22,01-09-2022,66532768
Hamza Thomas,582045,1113,23,25-08-2023,95258673
Hamza Thomas,582045,1113,24,22-02-2024,98599129
Hamza Thomas,582045,1113,25,21-07-2025,77267593
Ivan Nilsen,582046,956,20,05-10-2020,55568702
Ivan Nilsen,582046,956,21,03-10-2021,63791098
Endrick Nilsen,582047,1268,17,19-11-2017,55364887
Endrick Nilsen,582047,1268,18,03-06-2018,60279374
Endrick Nilsen,582047,1268,19,20-11-2019,45755792
Endrick Nilsen,582047,1268,20,17-04-2020,65147852
Endrick Nilsen,582047,1268,21,06-08-2021,130946626
Endrick Nilsen,582047,1268,22,28-04-2022,69865890
Rodrygo Evans,582048,458,20,01-04-2017,63873435
Rodrygo Evans,582048,458,21,15-04-2018,72243467
Rodrygo Evans,582048,458,22,15-04-2019,87955519
Noussair Toure,582049,1731,24,27-06-2019,24240148
Noussair Toure,582049,1731,25,06-04-2020,30271925
Lorenzo Lukic,582050,1046,17,14-09-2020,9874071
Lorenzo Lukic,582050,1046,18,28-07-2021,12818655
Sergio Romano,582051,244,21,25-10-2020,56480819
Sergio Romano,582051,244,22,18-12-2021,65451991
Sergio Romano,582051,244,23,16-12-2022,46719155
Sergio Romano,582051,244,24,26-07-2023,44544731
Sergio Romano,582051,244,25,24-01-2024,129834194
Sergio Romano,582051,244,26,23-09-2025,70503092
Andrea Kowalski,582052,1388,23,28-05-2021,59561948
Andrea Kowalski,582052,1388,24,19-02-2022,71663516
Kevin Wozniak,582053,1578,22,08-08-2018,23176550
Kevin Wozniak,582053,1578,23,04-06-2019,22806513
Kevin Wozniak,582053,1578,24,03-08-2020,31015303
Kevin Wozniak,582053,1578,25,16-04-2021,46326293
Endrick Larsen,582054,1650,22,15-12-2017,35396549
Endrick Larsen,582054,1650,23,09-10-2018,35508710
Endrick Larsen,582054,1650,24,05-03-2019,29589411
Endrick Larsen,582054,1650,25,01-04-2020,48241059
Endrick Larsen,582054,1650,26,19-06-2021,86990718
Ivan Roberts,582055,1561,21,10-08-2020,39586658
Ivan Roberts,582055,1561,22,22-05-2021,46919355
Ivan Roberts,582055,1561,23,26-12-2022,36618215
Marcus Larsen,582056,363,21,08-01-2021,20166405
Marcus Larsen,582056,363,22,19-05-2022,25013756
Marcus Larsen,582056,363,23,01-05-2023,18560019
Marcus Larsen,582056,363,24,17-12-2024,23057161
Marcus Larsen,582056,363,25,17-07-2025,48934629
Bruno Kone,582057,1076,22,17-06-2020,23372059
Bruno Kone,582057,1076,23,13-08-2021,25927442
Bruno Kone,582057,1076,24,28-09-2022,31414239
Ousmane Hansen,582058,1087,24,03-06-2018,24040092
Ousmane Hansen,582058,1087,25,07-04-2019,23798009
Luis Wozniak,582059,407,18,15-10-2020,37854880
Luis Wozniak,582059,407,19,01-12-2021,47889489
Luis Wozniak,582059,407,20,26-09-2022,58046024
Nemanja Romano,582060,1939,20,04-06-2017,31151479
Nemanja Romano,582060,1939,21,09-09-2018,34359040
Kamil Sylla,582061,1195,18,17-04-2021,72672776
Kamil Sylla,582061,1195,19,26-12-2022,72518484
Mateo Robert,582062,474,20,20-05-2020,33395027
Mateo Robert,582062,474,21,03-12-2021,37428821
Mateo Robert,582062,474,22,27-02-2022,31811670
Mateo Robert,582062,474,23,05-09-2023,67194070
Mateo Robert,582062,474,24,07-04-2024,36304653
Stefan Kowalczyk,582063,599,24,26-01-2018,79108288
Stefan Kowalczyk,582063,599,25,21-02-2019,81287194
Mason Romano,582064,502,18,04-09-2018,64696211
Mason Romano,582064,502,19,20-08-2019,73478744
Matteo Rodrigues,582065,714,17,04-12-2019,76914081
Matteo Rodrigues,582065,714,18,25-11-2020,96496943
