scraped_at,player_name,query,tweet_id,created_at,author_id,lang,retweet_count,reply_count,like_count,quote_count,impression_count,neg,neu,pos,compound,textblob_polarity,textblob_subjectivity
2026-02-26T16:43:19Z,Abdelkarim Hassan Al Haj Fadlalla,Abdelkarim Hassan Al Haj Fadlalla,954105052459470319,2026-02-16T16:43:19.049949Z,4494324,en,495,9,719,8,89012,0.0,0.548,0.452,0.765,0.4047619047619048,0.7000000000000001
2026-02-26T16:43:19Z,Abdelkarim Hassan Al Haj Fadlalla,Abdelkarim Hassan Al Haj Fadlalla,761967145546004974,2026-02-09T16:43:19.050351Z,9697301,en,739,157,710,26,50283,0.0,0.702,0.298,0.6885,0.9375000000000001,0.9
2026-02-26T16:43:19Z,Abderrazak Hamdallah,Abderrazak Hamdallah,267267679295221733,2026-02-21T16:43:19.051403Z,8546320,en,456,316,615,2,46222,0.0,0.682,0.318,0.6369,1.0,0.3
2026-02-26T16:43:19Z,Abderrazak Hamdallah,Abderrazak Hamdallah,194809432287764431,2026-02-20T16:43:19.052021Z,3688609,en,570,298,459,31,29309,0.388,0.612,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,Abderrazak Hamdallah,Abderrazak Hamdallah,535366294124509697,2026-01-28T16:43:19.052538Z,6350035,en,229,412,3320,73,64649,0.0,0.636,0.364,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Abderrazak Hamdallah,Abderrazak Hamdallah,739542140544819050,2026-02-08T16:43:19.052904Z,1584282,en,115,381,866,16,2174,0.0,0.73,0.27,0.3802,0.49999999999999994,0.9
2026-02-26T16:43:19Z,Abderrazak Hamdallah,Abderrazak Hamdallah,147343374659536930,2026-02-02T16:43:19.053204Z,4028983,en,425,71,2443,63,30440,0.426,0.43,0.143,-0.6048,-0.4,0.9
2026-02-26T16:43:19Z,Abderrazak Hamdallah,Abderrazak Hamdallah,117156300023920639,2026-02-20T16:43:19.053622Z,8224925,en,620,174,3904,2,92194,0.0,0.73,0.27,0.3802,0.49999999999999994,0.9
2026-02-26T16:43:19Z,Abderrazak Hamdallah,Abderrazak Hamdallah,910671927081064031,2026-02-02T16:43:19.053913Z,1108132,en,710,395,2433,92,48918,0.0,0.73,0.27,0.3802,0.49999999999999994,0.9
2026-02-26T16:43:19Z,Abderrazak Hamdallah,Abderrazak Hamdallah,425378305766571094,2026-02-06T16:43:19.054202Z,8673373,en,835,36,4842,68,64781,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,Abderrazak Hamdallah,Abderrazak Hamdallah,209033700479634548,2026-02-05T16:43:19.054544Z,1423285,en,763,178,1678,45,74895,0.426,0.43,0.143,-0.6048,-0.4,0.9
2026-02-26T16:43:19Z,Abderrazak Hamdallah,Abderrazak Hamdallah,197802741459232084,2026-02-14T16:43:19.054949Z,3063472,en,686,254,2116,2,12939,0.0,0.631,0.369,0.6885,0.9375000000000001,0.9
2026-02-26T16:43:19Z,Abdessamad Ezzalzouli,Abdessamad Ezzalzouli,828112360960550911,2026-02-26T16:43:19.055543Z,1437354,en,799,85,1951,75,86915,0.426,0.43,0.143,-0.6048,-0.4,0.9
2026-02-26T16:43:19Z,Abdessamad Ezzalzouli,Abdessamad Ezzalzouli,771852911926827244,2026-02-05T16:43:19.055994Z,2294845,en,950,492,1317,62,62661,0.0,0.636,0.364,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Abdessamad Ezzalzouli,Abdessamad Ezzalzouli,106385672699694980,2026-02-23T16:43:19.056380Z,9866391,en,663,113,256,35,41198,0.0,0.682,0.318,0.6369,1.0,0.3
2026-02-26T16:43:19Z,Abdessamad Ezzalzouli,Abdessamad Ezzalzouli,213414461900199012,2026-02-10T16:43:19.056737Z,5041630,en,861,8,1892,100,37393,0.0,0.631,0.369,0.6885,0.9375000000000001,0.9
2026-02-26T16:43:19Z,Abdessamad Ezzalzouli,Abdessamad Ezzalzouli,920442946714072252,2026-02-17T16:43:19.057090Z,1466254,en,653,132,2226,2,72528,0.0,0.636,0.364,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Abdessamad Ezzalzouli,Abdessamad Ezzalzouli,789710261160396451,2026-02-01T16:43:19.057443Z,2045755,en,739,301,3404,48,45771,0.388,0.612,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,Abdessamad Ezzalzouli,Abdessamad Ezzalzouli,264552844988248560,2026-02-05T16:43:19.057825Z,5064112,en,522,472,2224,6,29059,0.0,0.636,0.364,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Abdessamad Ezzalzouli,Abdessamad Ezzalzouli,440498370489805600,2026-02-05T16:43:19.058168Z,1190360,en,907,406,4214,30,42930,0.0,0.631,0.369,0.6885,0.9375000000000001,0.9
2026-02-26T16:43:19Z,Abdessamad Ezzalzouli,Abdessamad Ezzalzouli,733020294706502263,2026-02-06T16:43:19.058546Z,8204237,en,77,35,2680,58,13077,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,Abdessamad Ezzalzouli,Abdessamad Ezzalzouli,720215334725613687,2026-02-24T16:43:19.058864Z,2871048,en,752,363,2813,92,78132,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,Abdou Diallo,Abdou Diallo,832919825010644280,2026-02-01T16:43:19.059381Z,4021460,en,837,413,4279,69,68642,0.0,0.631,0.369,0.6885,0.9375000000000001,0.9
2026-02-26T16:43:19Z,Abdou Diallo,Abdou Diallo,816056181402378407,2026-02-11T16:43:19.059776Z,6077823,en,270,97,1198,33,69650,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,Abdou Diallo,Abdou Diallo,469689179822200289,2026-02-04T16:43:19.060095Z,1647986,en,307,439,2842,16,40306,0.0,0.682,0.318,0.6369,1.0,0.3
2026-02-26T16:43:19Z,Abdou Diallo,Abdou Diallo,871355936202711535,2026-02-17T16:43:19.060464Z,5695388,en,188,330,2917,57,65239,0.0,0.73,0.27,0.3802,0.49999999999999994,0.9
2026-02-26T16:43:19Z,Abdou Diallo,Abdou Diallo,430232013204560286,2026-02-21T16:43:19.060757Z,7120528,en,501,31,3346,74,63552,0.0,0.73,0.27,0.3802,0.49999999999999994,0.9
2026-02-26T16:43:19Z,Abdou Diallo,Abdou Diallo,193731600842680242,2026-01-29T16:43:19.061040Z,4517134,en,318,195,1512,63,73579,0.426,0.43,0.143,-0.6048,-0.4,0.9
2026-02-26T16:43:19Z,Abdou Diallo,Abdou Diallo,548381961483191644,2026-02-06T16:43:19.061440Z,6069402,en,965,367,4691,55,14345,0.388,0.612,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,Abdou Diallo,Abdou Diallo,725951746104322803,2026-02-10T16:43:19.061813Z,4449872,en,482,307,3226,37,91195,0.0,0.682,0.318,0.6369,1.0,0.3
2026-02-26T16:43:19Z,Abdou Diallo,Abdou Diallo,542246238096044957,2026-02-02T16:43:19.062151Z,5864081,en,612,471,232,96,3775,0.0,0.682,0.318,0.6369,1.0,0.3
2026-02-26T16:43:19Z,Abdou Diallo,Abdou Diallo,547370056829380543,2026-01-27T16:43:19.062515Z,8103732,en,611,76,350,70,90645,0.0,0.431,0.569,0.765,0.4047619047619048,0.7000000000000001
2026-02-26T16:43:19Z,Abdul Fatawu Issahaku,Abdul Fatawu Issahaku,345254818712418393,2026-02-04T16:43:19.063062Z,2413750,en,208,131,4426,48,31491,0.363,0.637,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,Abdul Fatawu Issahaku,Abdul Fatawu Issahaku,516379320990426279,2026-01-31T16:43:19.063483Z,9929363,en,621,290,3430,82,99408,0.0,0.755,0.245,0.3802,0.49999999999999994,0.9
2026-02-26T16:43:19Z,Abdul Fatawu Issahaku,Abdul Fatawu Issahaku,247727359910458453,2026-01-27T16:43:19.063787Z,9260384,en,408,290,855,87,18927,0.0,0.658,0.342,0.6885,0.9375000000000001,0.9
2026-02-26T16:43:19Z,Abdul Fatawu Issahaku,Abdul Fatawu Issahaku,359295011532451579,2026-02-15T16:43:19.064147Z,3870906,en,160,369,4926,30,26754,0.0,0.704,0.296,0.6369,1.0,0.3
2026-02-26T16:43:19Z,Abdul Fatawu Issahaku,Abdul Fatawu Issahaku,235441809617899261,2026-02-05T16:43:19.064526Z,6938694,en,66,386,4818,19,54900,0.363,0.637,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,Abdul Fatawu Issahaku,Abdul Fatawu Issahaku,497612676070810970,2026-02-16T16:43:19.064929Z,7562290,en,961,266,3867,98,55412,0.0,0.704,0.296,0.6369,1.0,0.3
2026-02-26T16:43:19Z,Abdul Fatawu Issahaku,Abdul Fatawu Issahaku,993887376112387893,2026-02-20T16:43:19.065283Z,2110702,en,719,399,4284,42,22242,0.0,0.667,0.333,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Abdul Fatawu Issahaku,Abdul Fatawu Issahaku,530875933829397417,2026-02-22T16:43:19.065648Z,1674002,en,242,214,310,17,85420,0.0,0.667,0.333,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Abdul Fatawu Issahaku,Abdul Fatawu Issahaku,337115310524824339,2026-02-05T16:43:19.065996Z,8546014,en,453,306,3529,77,87512,0.0,0.704,0.296,0.6369,1.0,0.3
2026-02-26T16:43:19Z,Abdul Fatawu Issahaku,Abdul Fatawu Issahaku,285184755605774899,2026-01-28T16:43:19.066342Z,8148123,en,226,427,4289,87,2293,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,Abdul Rahman Baba,Abdul Rahman Baba,454661515935283164,2026-02-18T16:43:19.067113Z,8105605,en,933,153,1872,69,17518,0.398,0.469,0.134,-0.6048,-0.4,0.9
2026-02-26T16:43:19Z,Abdul Rahman Baba,Abdul Rahman Baba,663929738282048707,2026-02-05T16:43:19.067735Z,4051382,en,833,51,733,45,22973,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,Abdul Rahman Baba,Abdul Rahman Baba,786544826148729664,2026-02-25T16:43:19.068167Z,3720547,en,721,42,2643,9,86229,0.0,0.476,0.524,0.765,0.4047619047619048,0.7000000000000001
2026-02-26T16:43:19Z,Abdul Rahman Baba,Abdul Rahman Baba,832387845735956127,2026-02-08T16:43:19.068718Z,9150355,en,21,141,4287,13,74176,0.0,0.755,0.245,0.3802,0.49999999999999994,0.9
2026-02-26T16:43:19Z,Abdul Rahman Baba,Abdul Rahman Baba,395002733294388264,2026-02-21T16:43:19.069117Z,6066003,en,280,27,3789,3,57395,0.398,0.469,0.134,-0.6048,-0.4,0.9
2026-02-26T16:43:19Z,Abdul Rahman Baba,Abdul Rahman Baba,463327997844479435,2026-01-31T16:43:19.069695Z,9212213,en,873,217,2374,84,18183,0.0,0.704,0.296,0.6369,1.0,0.3
2026-02-26T16:43:19Z,Abdul Rahman Baba,Abdul Rahman Baba,890361977471196080,2026-02-21T16:43:19.070148Z,2896597,en,379,49,4182,54,70202,0.0,0.476,0.524,0.765,0.4047619047619048,0.7000000000000001
2026-02-26T16:43:19Z,Abdul Rahman Baba,Abdul Rahman Baba,348271017960215315,2026-02-15T16:43:19.070577Z,1041276,en,917,306,188,16,57562,0.0,0.476,0.524,0.765,0.4047619047619048,0.7000000000000001
2026-02-26T16:43:19Z,Abdul Rahman Baba,Abdul Rahman Baba,252979379994012514,2026-02-10T16:43:19.070942Z,3097037,en,709,224,115,31,4903,0.0,0.667,0.333,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Abdul Rahman Baba,Abdul Rahman Baba,429267493591049373,2026-01-31T16:43:19.071299Z,9708456,en,839,443,2065,82,51341,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,Abdulaziz Hatem Mohammed Abdullah,Abdulaziz Hatem Mohammed Abdullah,949386786247016414,2026-02-01T16:43:19.072384Z,4153610,en,309,414,724,9,76350,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,Abdulaziz Hatem Mohammed Abdullah,Abdulaziz Hatem Mohammed Abdullah,245301854547554513,2026-02-22T16:43:19.072811Z,8090437,en,76,405,3593,71,8647,0.0,0.724,0.276,0.6369,1.0,0.3
2026-02-26T16:43:19Z,Abdulaziz Hatem Mohammed Abdullah,Abdulaziz Hatem Mohammed Abdullah,197760786261045968,2026-02-13T16:43:19.073187Z,3086800,en,120,463,4959,53,62804,0.341,0.659,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,Abdulaziz Hatem Mohammed Abdullah,Abdulaziz Hatem Mohammed Abdullah,204594558775511430,2026-01-30T16:43:19.073590Z,6353888,en,318,143,3923,33,51758,0.0,0.692,0.308,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Abdulaziz Hatem Mohammed Abdullah,Abdulaziz Hatem Mohammed Abdullah,329483190402002241,2026-02-15T16:43:19.073962Z,1635182,en,375,415,4973,25,12278,0.0,0.724,0.276,0.6369,1.0,0.3
2026-02-26T16:43:19Z,Abdulaziz Hatem Mohammed Abdullah,Abdulaziz Hatem Mohammed Abdullah,327253007491842107,2026-02-20T16:43:19.074320Z,6171494,en,16,487,3481,73,87534,0.0,0.681,0.319,0.6885,0.9375000000000001,0.9
2026-02-26T16:43:19Z,Abdulaziz Hatem Mohammed Abdullah,Abdulaziz Hatem Mohammed Abdullah,396837986703318549,2026-02-14T16:43:19.074711Z,4919315,en,623,110,3964,7,55845,0.0,0.681,0.319,0.6885,0.9375000000000001,0.9
2026-02-26T16:43:19Z,Abdulaziz Hatem Mohammed Abdullah,Abdulaziz Hatem Mohammed Abdullah,955342696887112142,2026-02-07T16:43:19.075072Z,2782647,en,759,472,1209,65,85144,0.0,0.515,0.485,0.765,0.4047619047619048,0.7000000000000001
2026-02-26T16:43:19Z,Abdulaziz Hatem Mohammed Abdullah,Abdulaziz Hatem Mohammed Abdullah,633875348078269559,2026-02-18T16:43:19.075433Z,9102425,en,808,105,1128,21,92320,0.0,0.776,0.224,0.3802,0.49999999999999994,0.9
2026-02-26T16:43:19Z,Abdulaziz Hatem Mohammed Abdullah,Abdulaziz Hatem Mohammed Abdullah,149539731597803699,2026-02-05T16:43:19.075764Z,7379529,en,486,157,3505,39,11031,0.0,0.515,0.485,0.765,0.4047619047619048,0.7000000000000001
2026-02-26T16:43:19Z,Abdulelah Al Amri,Abdulelah Al Amri,652284233610678761,2026-02-21T16:43:19.076333Z,9767282,en,504,303,1143,24,76500,0.0,0.667,0.333,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Abdulelah Al Amri,Abdulelah Al Amri,152508751222530397,2026-02-08T16:43:19.076763Z,3032716,en,519,258,186,79,99287,0.0,0.667,0.333,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Abdulelah Al Amri,Abdulelah Al Amri,409748426290736372,2026-01-28T16:43:19.077122Z,6157415,en,580,370,40,23,84827,0.398,0.469,0.134,-0.6048,-0.4,0.9
2026-02-26T16:43:19Z,Abdulelah Al Amri,Abdulelah Al Amri,662564522181648319,2026-02-06T16:43:19.077553Z,9071071,en,622,404,4255,14,13832,0.363,0.637,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,Abdulelah Al Amri,Abdulelah Al Amri,588104025623689377,2026-02-01T16:43:19.077936Z,7706531,en,106,143,1359,63,4981,0.0,0.667,0.333,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Abdulelah Al Amri,Abdulelah Al Amri,901567101205663272,2026-01-28T16:43:19.078286Z,2174693,en,217,478,3821,40,36052,0.0,0.667,0.333,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Abdulelah Al Amri,Abdulelah Al Amri,330015499986654977,2026-02-10T16:43:19.078669Z,5435055,en,622,354,3159,54,66857,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,Abdulelah Al Amri,Abdulelah Al Amri,899991846466221547,2026-02-12T16:43:19.078989Z,1377230,en,438,62,1169,42,8906,0.0,0.667,0.333,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Abdulelah Al Amri,Abdulelah Al Amri,255381154590229475,2026-01-28T16:43:19.079340Z,8264758,en,923,209,1607,55,19162,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,Abdulelah Al Amri,Abdulelah Al Amri,728176612389359016,2026-02-09T16:43:19.079670Z,8810689,en,516,331,2266,48,41782,0.0,0.476,0.524,0.765,0.4047619047619048,0.7000000000000001
2026-02-26T16:43:19Z,Abdulelah Saad Hameed Al-Malki,Abdulelah Saad Hameed Al-Malki,203959805086151472,2026-02-25T16:43:19.080253Z,2652480,en,47,236,4882,32,50263,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,Abdulelah Saad Hameed Al-Malki,Abdulelah Saad Hameed Al-Malki,191604871880721642,2026-02-03T16:43:19.080647Z,3089197,en,323,159,2719,36,55972,0.341,0.659,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,Abdulelah Saad Hameed Al-Malki,Abdulelah Saad Hameed Al-Malki,111406342195418032,2026-01-27T16:43:19.081052Z,3439778,en,234,173,1363,44,67046,0.0,0.692,0.308,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Abdulelah Saad Hameed Al-Malki,Abdulelah Saad Hameed Al-Malki,594673366842365934,2026-02-16T16:43:19.081420Z,8986051,en,541,126,1993,16,68070,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,Abdulelah Saad Hameed Al-Malki,Abdulelah Saad Hameed Al-Malki,866016566001569268,2026-01-28T16:43:19.081755Z,6797861,en,900,271,1487,88,70446,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,Abdulelah Saad Hameed Al-Malki,Abdulelah Saad Hameed Al-Malki,172994567342059796,2026-02-22T16:43:19.082076Z,6866829,en,986,256,4706,90,61370,0.0,0.776,0.224,0.3802,0.49999999999999994,0.9
2026-02-26T16:43:19Z,Abdulelah Saad Hameed Al-Malki,Abdulelah Saad Hameed Al-Malki,774919017119137764,2026-02-17T16:43:19.082384Z,7347685,en,978,29,4529,77,69571,0.0,0.515,0.485,0.765,0.4047619047619048,0.7000000000000001
2026-02-26T16:43:19Z,Abdulelah Saad Hameed Al-Malki,Abdulelah Saad Hameed Al-Malki,385397517175823577,2026-02-11T16:43:19.082954Z,9709779,en,678,113,4928,32,19251,0.341,0.659,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,Abdulelah Saad Hameed Al-Malki,Abdulelah Saad Hameed Al-Malki,840659235101943735,2026-02-03T16:43:19.083691Z,7540987,en,722,497,4369,36,55246,0.0,0.692,0.308,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Abdulelah Saad Hameed Al-Malki,Abdulelah Saad Hameed Al-Malki,139845318398440866,2026-02-03T16:43:19.084136Z,3193114,en,906,323,4113,69,85881,0.0,0.724,0.276,0.6369,1.0,0.3
