competition_id,season_id,player_id,player_name,minutes,passes,passes_completed,key_passes,tackles,fouls_committed,shots,xg,assists,interceptions,goals,goals_per90,assists_per90,shots_per90,passes_per90,xg_per90,key_passes_per90,market_value_eur,club,sentiment_score,sentiment_impact,social_volume
43,106,5732,Andreas Evald Cornelius,0.0,32.0,21.0,3.0,0.0,4.0,5.0,0.801507865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.06722,5.178004502744653,10
43,106,17042,Andreas Skov Olsen,0.0,62.0,44.0,1.0,0.0,2.0,4.0,0.311829907,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.41583,34.77410152636726,10
43,106,5460,Andrej Kramarić,0.0,173.0,151.0,5.0,2.0,1.0,10.0,1.087257213,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.2016099999999999,17.283179788806514,10
43,106,8326,Andries Noppert,0.0,191.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.2171199999999999,19.37119756212278,10
43,106,6318,Andrija Živković,0.0,99.0,73.0,2.0,4.0,2.0,1.0,0.030001678,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.13171,11.326915392884104,10
43,106,3347,André Ayew Pelé,0.0,37.0,31.0,0.0,5.0,2.0,2.0,1.26874466,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,-0.0204499999999999,-3.056693100894572,10
43,106,5218,André Miguel Valente Silva,0.0,11.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.27004,22.760336219824996,10
43,106,8064,André Onana,0.0,60.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.33276,27.850892531460904,10
43,106,3141,André-Frank Zambo Anguissa,0.0,134.0,115.0,0.0,4.0,6.0,1.0,0.046351306,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,-0.0056099999999999,-0.2788721170576318,10
43,106,37737,Angelo Smit Preciado Quiñónez,0.0,129.0,97.0,2.0,9.0,8.0,4.0,0.0708458504,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.14559,11.844775497666076,10
43,106,35592,Anis Ben Slimane,0.0,49.0,35.0,2.0,3.0,1.0,1.0,0.1007914,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.01315,0.3957600003773462,10
43,106,30756,Anssumane Fati,0.0,28.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.50963,43.6570176114258,10
43,106,8654,Ante Budimir,0.0,6.0,4.0,0.0,1.0,4.0,1.0,0.10111922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.22281,17.992481520693023,10
43,106,132296,Anthony Daniel Contreras Enríquez,0.0,25.0,17.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.26185,22.71146116000768,10
43,106,5487,Antoine Griezmann,0.0,323.0,255.0,17.0,13.0,3.0,6.0,0.496320071,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,-0.0046599999999999,-0.3521421131424969,10
43,106,9286,Antoine Semenyo,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.12024433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.16069,14.454132239309237,10
43,106,4614,Antonee Robinson,0.0,240.0,175.0,3.0,7.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.55802,47.8997193961283,10
43,106,3167,Antonio Rüdiger,0.0,247.0,227.0,0.0,1.0,0.0,6.0,0.6597156827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.29023,23.76155008854942,10
43,106,25363,Antony Matheus dos Santos,0.0,113.0,91.0,3.0,3.0,2.0,6.0,0.1545435,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,-0.15252,-13.531838900053552,10
43,106,143854,António João Pereira Albuquerque Tavares Silva,0.0,58.0,57.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,-0.02388,-2.6115152811549853,10
43,106,37208,Ao Tanaka,0.0,68.0,50.0,1.0,4.0,1.0,1.0,0.87261814,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.00605,0.9093069852334166,10
43,106,41655,Ardon Jashari,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,-0.17941,-16.106926299992814,10
43,106,5665,Arkadiusz Milik,0.0,33.0,24.0,0.0,1.0,1.0,1.0,0.13519733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.14113,11.51468306762709,10
43,106,4685,Artur Jędrzejczyk,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.17596,15.621737799459083,10
43,106,124500,Assim Omer Al Haj Madibo,0.0,71.0,62.0,1.0,7.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.48601,40.97895971726159,10
43,106,31684,Atiba Hutchinson,0.0,112.0,103.0,0.0,4.0,2.0,2.0,0.133220574,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.35805,30.0559630195699,10
43,106,10481,Aurélien Djani Tchouaméni,0.0,470.0,431.0,6.0,9.0,8.0,7.0,1.182897098,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.24781,19.594010871164397,10
43,106,24475,Awer Mabil,0.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.30062,26.39818633886724,10
43,106,7439,Axel Disasi,0.0,75.0,58.0,0.0,3.0,0.0,1.0,0.061025612,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.33514,28.75402408151699,10
43,106,5642,Axel Witsel,0.0,176.0,169.0,1.0,5.0,6.0,1.0,0.025340356,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.05561,5.478662031164491,10
43,106,38285,Ayase Ueda,0.0,11.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,-0.12837,-11.772233735894655,10
43,106,105943,Aymen Dahmen,0.0,77.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.22258,20.06944668731653,10
43,106,4353,Aymeric Laporte,0.0,429.0,404.0,1.0,1.0,3.0,1.0,0.04145577,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.31592,26.774662169906748,10
43,106,5479,Aziz Eraltay Behich,0.0,204.0,154.0,0.0,5.0,4.0,2.0,0.126898918,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,-0.1497799999999999,-12.22727727019198,10
43,106,46258,Azzedine Ounahi,0.0,267.0,221.0,6.0,9.0,3.0,6.0,0.2447004789999999,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.01511,0.8889105310170331,10
43,106,44955,Aïssa Bilal Laïdouni,0.0,119.0,97.0,3.0,8.0,5.0,2.0,0.080978284,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.44839,37.57534850159136,10
43,106,67700,Badr Banoun,0.0,21.0,21.0,0.0,0.0,2.0,1.0,0.7835,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.07205,5.850992249639982,10
43,106,22371,Bailey Wright,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.15692,12.850150384129076,10
43,106,5673,Bartosz Bereszyński,0.0,150.0,121.0,0.0,8.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.04263,2.730761751173744,10
43,106,124503,Bassam Hisham Al Rawi,0.0,57.0,48.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.47401,39.24085432902608,10
43,106,3086,Ben Davies,0.0,160.0,121.0,0.0,4.0,1.0,3.0,0.384204745,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.17499,14.499356810937387,10
43,106,5476,Benjamin Pavard,0.0,88.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.23493,20.749644491455445,10
43,106,3193,Bernardo Mota Veiga de Carvalho e Silva,0.0,292.0,259.0,5.0,7.0,2.0,1.0,0.10927713,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.14787,12.861053375896292,10
43,106,156734,Bilal El Khannous,0.0,24.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,-0.33025,-28.079243127462178,10
43,106,11127,Borna Barišić,0.0,67.0,50.0,0.0,2.0,5.0,1.0,0.015196718,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.19421,15.484306736684657,10
43,106,12625,Borna Sosa,0.0,276.0,222.0,2.0,9.0,4.0,2.0,0.048374664,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.1115,7.715157662972023,10
43,106,124493,Boualem Khoukhi,0.0,194.0,167.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.30776,25.614876647474414,10
43,106,20611,Boulaye Dia,0.0,53.0,39.0,1.0,0.0,4.0,8.0,0.662240351,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.21423,17.255760704336957,10
43,106,108340,Brandon Aguilera Zamora,0.0,35.0,25.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.2232299999999999,18.816894232663746,10
43,106,5545,Breel-Donald Embolo,0.0,66.0,50.0,2.0,1.0,3.0,6.0,2.391196598,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.14092,12.505784477431842,10
43,106,24243,Brenden Aaronson,0.0,48.0,41.0,3.0,3.0,3.0,1.0,0.09428854,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.32503,26.890615825102948,10
43,106,29377,Brennan Johnson,0.0,18.0,12.0,0.0,0.0,2.0,3.0,0.124267868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.09235,7.651985577628571,10
43,106,25142,Bruno Guimarães Rodriguez Moura,0.0,55.0,46.0,0.0,0.0,2.0,5.0,0.64781192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.22798,19.296857268733064,10
43,106,5204,Bruno Miguel Borges Fernandes,0.0,231.0,186.0,6.0,6.0,4.0,8.0,1.0313368613,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0873299999999999,7.769157195083151,10
43,106,7693,Bruno Petković,0.0,80.0,44.0,4.0,5.0,3.0,1.0,0.09977819,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.29969,25.370544251167217,10
43,106,4935,Bryan Mbeumo,0.0,81.0,52.0,5.0,1.0,1.0,2.0,0.134345962,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.13276,10.98389573694161,10
43,106,5836,Bryan Oviedo,0.0,89.0,68.0,0.0,7.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.3544,28.83173276870627,10
43,106,5592,Bryan Ruiz González,0.0,13.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.4415,37.11846843829005,10
43,106,22084,Bukayo Saka,0.0,111.0,84.0,5.0,9.0,7.0,7.0,0.579455465,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,130000000.0,Arsenal,0.34008,29.56367631658573,10
43,106,3616,Callum Wilson,0.0,12.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.4456299999999999,36.90696167748502,10
43,106,15971,Cameron Carter-Vickers,0.0,55.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.25228,22.03775839078945,10
43,106,26297,Carlos Alberto Rodríguez Gómez,0.0,29.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.32797,28.10708239366252,10
43,106,12583,Carlos Armando Gruezo Arboleda,0.0,14.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.34451,29.259479590564744,10
43,106,5539,Carlos Henrique Casimiro,0.0,258.0,217.0,4.0,11.0,8.0,10.0,1.1432915347,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.22012,18.162548416551036,10
43,106,132271,Carlos Manuel Martínez Castro,0.0,14.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.20903,18.602485573894523,10
43,106,6583,Carlos Soler Barragán,0.0,84.0,78.0,2.0,0.0,0.0,5.0,1.2714840559999998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,-0.31017,-26.543302325858235,10
43,106,15452,Carlos Uriel Antuna Romero,0.0,18.0,9.0,1.0,3.0,0.0,2.0,0.30874212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.4073,34.53731797718887,10
43,106,5582,Celso Borges Mora,0.0,113.0,94.0,1.0,5.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.24286,20.20872004200161,10
43,106,3135,Chang-Hoon Kwon,0.0,23.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.30018,26.06248161166776,10
43,106,32688,Charles De Ketelaere,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,-0.19768,-17.090186342584833,10
43,106,88123,Cheikh Ahmadou Bamba Mbacke Dieng,0.0,19.0,11.0,1.0,3.0,6.0,4.0,0.3838931,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.29345,24.993229313503665,10
