player_name,season,season_encoded,team,position,position_encoded,current_age,market_value_eur,log_market_value,market_value_tier_encoded,market_value_source,age_squared,age_decay_factor,career_stage,pos_Defender,pos_Forward,pos_Goalkeeper,pos_Midfielder,matches,minutes_played,minutes_per_match,minutes_played_tier_encoded,goals,assists,shots,passes_total,passes_complete,pass_accuracy_pct,pass_accuracy_tier_encoded,tackles_total,tackles_won,tackle_success_rate,dribbles,interceptions,fouls_committed,goals_per90,assists_per90,shots_per90,goal_contributions_per90,shot_conversion_rate,assist_to_goal_ratio,defensive_actions_per90,dribbles_per90,attacking_output_index,total_injuries,total_days_injured,total_matches_missed,most_common_injury,injury_burden_index,availability_rate,injury_frequency,total_injuries_tier_encoded,total_tweets,total_likes,positive_tweets,negative_tweets,tweet_engagement_rate,social_buzz_score,transfer_attractiveness_score,vader_positive_score,vader_negative_score,vader_compound_score,tb_polarity,tb_subjectivity,positive_count,negative_count,neutral_count,sentiment_label,season_idx,lstm_mv_predicted_value,lstm_uni_predicted_value,lstm_ed_step1_value,lstm_ed_step2_value
Achraf Grujic,2019/20,1,Borussia Dortmund,Forward,4,25,21106162.0,16.8651,2,original,625,1.0,Prime,0,1,0,0,36,2340,65.0,2,21,15,153,1485,1388,93.5,3,63,48,0.7619,87,69,22,0.8077,0.5769,5.8846,1.3846,0.1373,0.7143,5.0769,3.3462,7.5231,3,111,6,Hip flexor strain,333,0.8571,3.0,1,5,6670,4,1,1334.0,6670.0,390.8505,0.0447,0.1508,-0.1506,0.6181,0.6944,1,3,2,Negative,0,,,,
Achraf Grujic,2020/21,2,Borussia Dortmund,Forward,4,26,21106162.0,16.8651,2,original,676,0.9512,Prime,0,1,0,0,36,2340,65.0,2,21,15,153,1485,1388,93.5,3,63,48,0.7619,87,69,22,0.8077,0.5769,5.8846,1.3846,0.1373,0.7143,5.0769,3.3462,7.5231,3,111,6,Hip flexor strain,333,0.8571,1.5,1,5,6670,4,1,1334.0,6670.0,405.8505,0.1613,0.0565,0.2528,0.2752,0.426,3,1,2,Positive,1,,,,
Achraf Grujic,2021/22,3,Borussia Dortmund,Forward,4,27,21106162.0,16.8651,2,original,729,0.9048,Prime,0,1,0,0,36,2340,65.0,2,21,15,153,1485,1388,93.5,3,63,48,0.7619,87,69,22,0.8077,0.5769,5.8846,1.3846,0.1373,0.7143,5.0769,3.3462,7.5231,3,111,6,Hip flexor strain,333,0.8571,1.0,1,5,6670,4,1,1334.0,6670.0,410.8505,0.1893,0.097,0.1737,0.0878,0.4719,3,2,1,Positive,2,,,,
Achraf Grujic,2022/23,4,Borussia Dortmund,Forward,4,28,21106162.0,16.8651,2,original,784,0.8607,Experienced,0,1,0,0,36,2340,65.0,2,21,15,153,1485,1388,93.5,3,63,48,0.7619,87,69,22,0.8077,0.5769,5.8846,1.3846,0.1373,0.7143,5.0769,3.3462,7.5231,3,111,6,Hip flexor strain,333,0.8571,0.75,1,5,6670,4,1,1334.0,6670.0,413.3505,0.127,0.0237,0.244,0.4627,0.5474,3,0,3,Positive,3,61429415.81124057,29208049.6510055,34845841.19757297,27836573.897336513
Achraf Grujic,2023/24,5,Borussia Dortmund,Forward,4,29,21106162.0,16.8651,2,original,841,0.8187,Experienced,0,1,0,0,36,2340,65.0,2,21,15,153,1485,1388,93.5,3,63,48,0.7619,87,69,22,0.8077,0.5769,5.8846,1.3846,0.1373,0.7143,5.0769,3.3462,7.5231,3,111,6,Hip flexor strain,333,0.8571,0.6,1,5,6670,4,1,1334.0,6670.0,414.8505,0.0447,0.1615,-0.1656,0.3583,0.3667,1,4,1,Negative,4,55868794.27092461,29208049.6510055,34845841.19757297,27836573.897336513
Achraf Kowalczyk,2019/20,1,Olympique Lyon,Defender,2,25,61783878.0,17.9392,4,original,625,1.0,Prime,1,0,0,0,9,477,53.0,1,0,0,0,789,672,85.2,3,67,44,0.6567,34,10,8,0.0,0.0,0.0,0.0,0.0,0.0,14.5283,6.4151,1.9245,0,0,0,,0,1.0,0.0,0,1,4265,1,0,4265.0,4265.0,292.5751,0.131,0.1613,-0.0019,0.3139,0.6926,1,2,0,Neutral,0,,,,
Achraf Kowalczyk,2020/21,2,Olympique Lyon,Defender,2,26,61783878.0,17.9392,4,original,676,0.9512,Prime,1,0,0,0,9,477,53.0,1,0,0,0,789,672,85.2,3,67,44,0.6567,34,10,8,0.0,0.0,0.0,0.0,0.0,0.0,14.5283,6.4151,1.9245,0,0,0,,0,1.0,0.0,0,1,4265,1,0,4265.0,4265.0,292.5751,0.2527,0.0,0.3747,0.0028,0.3794,2,0,1,Positive,1,,,,
Achraf Kowalczyk,2021/22,3,Olympique Lyon,Defender,2,27,61783878.0,17.9392,4,original,729,0.9048,Prime,1,0,0,0,9,477,53.0,1,0,0,0,789,672,85.2,3,67,44,0.6567,34,10,8,0.0,0.0,0.0,0.0,0.0,0.0,14.5283,6.4151,1.9245,0,0,0,,0,1.0,0.0,0,1,4265,1,0,4265.0,4265.0,292.5751,0.0,0.1527,-0.266,-0.2333,0.0667,0,2,1,Negative,2,,,,
Achraf Kowalczyk,2022/23,4,Olympique Lyon,Defender,2,28,61783878.0,17.9392,4,original,784,0.8607,Experienced,1,0,0,0,9,477,53.0,1,0,0,0,789,672,85.2,3,67,44,0.6567,34,10,8,0.0,0.0,0.0,0.0,0.0,0.0,14.5283,6.4151,1.9245,0,0,0,,0,1.0,0.0,0,1,4265,1,0,4265.0,4265.0,292.5751,0.0613,0.1013,-0.036,-0.1417,0.1278,1,1,1,Neutral,3,33605072.24712708,49892555.428117886,50571943.93758781,39850177.31001523
Achraf Kowalczyk,2023/24,5,Olympique Lyon,Defender,2,29,61783878.0,17.9392,4,original,841,0.8187,Experienced,1,0,0,0,9,477,53.0,1,0,0,0,789,672,85.2,3,67,44,0.6567,34,10,8,0.0,0.0,0.0,0.0,0.0,0.0,14.5283,6.4151,1.9245,0,0,0,,0,1.0,0.0,0,1,4265,1,0,4265.0,4265.0,292.5751,0.1987,0.1347,0.0877,0.1917,0.4611,2,1,0,Positive,4,28734538.41606039,49892555.428117886,50571943.93758781,39850177.31001523
Achraf Sorensen,2019/20,1,PSV Eindhoven,Defender,2,25,76612300.0,18.1543,4,original,625,1.0,Prime,1,0,0,0,18,954,53.0,1,1,9,17,1180,808,68.5,1,90,68,0.7556,57,29,3,0.0943,0.8491,1.6038,0.9434,0.0588,9.0,11.2264,5.3774,4.3962,0,0,0,,0,1.0,0.0,0,3,6177,0,2,2059.0,6177.0,387.3029,0.0452,0.158,-0.1809,0.05,0.2125,0,3,1,Negative,0,,,,
Achraf Sorensen,2020/21,2,PSV Eindhoven,Defender,2,26,76612300.0,18.1543,4,original,676,0.9512,Prime,1,0,0,0,18,954,53.0,1,1,9,17,1180,808,68.5,1,90,68,0.7556,57,29,3,0.0943,0.8491,1.6038,0.9434,0.0588,9.0,11.2264,5.3774,4.3962,0,0,0,,0,1.0,0.0,0,3,6177,0,2,2059.0,6177.0,387.3029,0.0,0.2482,-0.4737,-0.0038,0.6388,0,3,1,Negative,1,,,,
Achraf Sorensen,2021/22,3,PSV Eindhoven,Defender,2,27,76612300.0,18.1543,4,original,729,0.9048,Prime,1,0,0,0,18,954,53.0,1,1,9,17,1180,808,68.5,1,90,68,0.7556,57,29,3,0.0943,0.8491,1.6038,0.9434,0.0588,9.0,11.2264,5.3774,4.3962,0,0,0,,0,1.0,0.0,0,3,6177,0,2,2059.0,6177.0,387.3029,0.127,0.1788,-0.1197,0.1125,0.4958,2,2,0,Negative,2,,,,
Achraf Sorensen,2022/23,4,PSV Eindhoven,Defender,2,28,76612300.0,18.1543,4,original,784,0.8607,Experienced,1,0,0,0,18,954,53.0,1,1,9,17,1180,808,68.5,1,90,68,0.7556,57,29,3,0.0943,0.8491,1.6038,0.9434,0.0588,9.0,11.2264,5.3774,4.3962,0,0,0,,0,1.0,0.0,0,3,6177,0,2,2059.0,6177.0,387.3029,0.063,0.1708,-0.2271,-0.1267,0.5492,1,2,1,Negative,3,41090007.17471104,57537787.89680192,56160109.75828508,44178923.03959838
Achraf Sorensen,2023/24,5,PSV Eindhoven,Defender,2,29,76612300.0,18.1543,4,original,841,0.8187,Experienced,1,0,0,0,18,954,53.0,1,1,9,17,1180,808,68.5,1,90,68,0.7556,57,29,3,0.0943,0.8491,1.6038,0.9434,0.0588,9.0,11.2264,5.3774,4.3962,0,0,0,,0,1.0,0.0,0,3,6177,0,2,2059.0,6177.0,387.3029,0.0765,0.1778,-0.2186,-0.0333,0.2333,0,3,1,Negative,4,32005917.377976213,57537787.89680192,56160109.75828508,44178923.03959838
Achraf Thomas,2019/20,1,Liverpool,Midfielder,3,25,55967501.0,17.8403,3,original,625,1.0,Prime,0,0,0,1,22,1980,90.0,2,5,5,15,805,648,80.5,2,23,16,0.6957,134,46,4,0.2273,0.2273,0.6818,0.4545,0.3333,1.0,3.1364,6.0909,3.3045,0,0,0,,0,1.0,0.0,0,1,3956,0,0,3956.0,3956.0,277.5874,0.0,0.0927,-0.1335,0.3278,0.3222,0,1,2,Negative,0,,,,
Achraf Thomas,2020/21,2,Liverpool,Midfielder,3,26,55967501.0,17.8403,3,original,676,0.9512,Prime,0,0,0,1,22,1980,90.0,2,5,5,15,805,648,80.5,2,23,16,0.6957,134,46,4,0.2273,0.2273,0.6818,0.4545,0.3333,1.0,3.1364,6.0909,3.3045,0,0,0,,0,1.0,0.0,0,1,3956,0,0,3956.0,3956.0,277.5874,0.076,0.0,0.1102,0.1,0.4,1,0,2,Positive,1,,,,
Achraf Thomas,2021/22,3,Liverpool,Midfielder,3,27,55967501.0,17.8403,3,original,729,0.9048,Prime,0,0,0,1,22,1980,90.0,2,5,5,15,805,648,80.5,2,23,16,0.6957,134,46,4,0.2273,0.2273,0.6818,0.4545,0.3333,1.0,3.1364,6.0909,3.3045,0,0,0,,0,1.0,0.0,0,1,3956,0,0,3956.0,3956.0,277.5874,0.0603,0.19,-0.2314,0.35,0.6148,0,3,0,Negative,2,,,,
Achraf Thomas,2022/23,4,Liverpool,Midfielder,3,28,55967501.0,17.8403,3,original,784,0.8607,Experienced,0,0,0,1,22,1980,90.0,2,5,5,15,805,648,80.5,2,23,16,0.6957,134,46,4,0.2273,0.2273,0.6818,0.4545,0.3333,1.0,3.1364,6.0909,3.3045,0,0,0,,0,1.0,0.0,0,1,3956,0,0,3956.0,3956.0,277.5874,0.0,0.154,-0.2868,0.125,0.3833,0,2,1,Negative,3,46422979.614921466,46900556.93707169,48356675.60923054,38143059.41748386
Achraf Thomas,2023/24,5,Liverpool,Midfielder,3,29,55967501.0,17.8403,3,original,841,0.8187,Experienced,0,0,0,1,22,1980,90.0,2,5,5,15,805,648,80.5,2,23,16,0.6957,134,46,4,0.2273,0.2273,0.6818,0.4545,0.3333,1.0,3.1364,6.0909,3.3045,0,0,0,,0,1.0,0.0,0,1,3956,0,0,3956.0,3956.0,277.5874,0.076,0.0993,-0.0654,-0.0667,0.2333,1,1,1,Negative,4,39778041.342719875,46900556.93707169,48356675.60923054,38143059.41748386
Adnan Januzaj,2019/20,1,Real Sociedad,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,85,42.5,1,0,0,4,26,21,80.8,2,3,0,0.0,6,0,1,0.0,0.0,4.2353,0.0,0.0,0.0,3.1765,6.3529,4.0235,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,76.9361,0.0613,0.0357,0.0975,0.1361,0.35,1,0,2,Positive,0,,,,
Adnan Januzaj,2020/21,2,Real Sociedad,Midfielder,3,26,7500000.0,15.8304,1,estimated,676,0.9512,Prime,0,0,0,1,2,85,42.5,1,0,0,4,26,21,80.8,2,3,0,0.0,6,0,1,0.0,0.0,4.2353,0.0,0.0,0.0,3.1765,6.3529,4.0235,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,76.9361,0.313,0.0647,0.3575,0.0861,0.3294,2,1,0,Positive,1,,,,
Adnan Januzaj,2021/22,3,Real Sociedad,Midfielder,3,27,7500000.0,15.8304,1,estimated,729,0.9048,Prime,0,0,0,1,2,85,42.5,1,0,0,4,26,21,80.8,2,3,0,0.0,6,0,1,0.0,0.0,4.2353,0.0,0.0,0.0,3.1765,6.3529,4.0235,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,76.9361,0.084,0.199,-0.2611,0.0783,0.6433,1,2,0,Negative,2,,,,
Adnan Januzaj,2022/23,4,Real Sociedad,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,85,42.5,1,0,0,4,26,21,80.8,2,3,0,0.0,6,0,1,0.0,0.0,4.2353,0.0,0.0,0.0,3.1765,6.3529,4.0235,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,75.6789,0.084,0.199,-0.2611,0.0783,0.6433,1,2,0,Negative,3,8981209.256769516,22481292.66226001,29484337.232964553,23794777.492580738
Adnan Januzaj,2023/24,5,Real Sociedad,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,85,42.5,1,0,0,4,26,21,80.8,2,3,0,0.0,6,0,1,0.0,0.0,4.2353,0.0,0.0,0.0,3.1765,6.3529,4.0235,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,75.6789,0.0827,0.0853,-0.0086,0.2389,0.4056,0,0,3,Neutral,4,4770029.496120637,21681242.81739899,28608557.751942433,23148746.431158006
Adrien Hoffmann,2019/20,1,Celtic,Midfielder,3,25,74915393.0,18.1319,4,original,625,1.0,Prime,0,0,0,1,20,1540,77.0,2,6,10,55,1596,1160,72.7,2,11,7,0.6364,116,42,35,0.3506,0.5844,3.2143,0.9351,0.1091,1.6667,3.0974,6.7792,5.8617,2,76,10,Abdominal problems,152,0.6667,2.0,1,1,3919,1,0,3919.0,3919.0,256.1496,0.0,0.2363,-0.4321,-0.255,0.5498,0,3,0,Negative,0,,,,
Adrien Hoffmann,2020/21,2,Celtic,Midfielder,3,26,74915393.0,18.1319,4,original,676,0.9512,Prime,0,0,0,1,20,1540,77.0,2,6,10,55,1596,1160,72.7,2,11,7,0.6364,116,42,35,0.3506,0.5844,3.2143,0.9351,0.1091,1.6667,3.0974,6.7792,5.8617,2,76,10,Abdominal problems,152,0.6667,1.0,1,1,3919,1,0,3919.0,3919.0,266.1496,0.0,0.2073,-0.3464,-0.1917,0.2981,0,3,0,Negative,1,,,,
Adrien Hoffmann,2021/22,3,Celtic,Midfielder,3,27,74915393.0,18.1319,4,original,729,0.9048,Prime,0,0,0,1,20,1540,77.0,2,6,10,55,1596,1160,72.7,2,11,7,0.6364,116,42,35,0.3506,0.5844,3.2143,0.9351,0.1091,1.6667,3.0974,6.7792,5.8617,2,76,10,Abdominal problems,152,0.6667,0.6667,1,1,3919,1,0,3919.0,3919.0,269.4829,0.0,0.0927,-0.1335,0.3278,0.3222,0,1,2,Negative,2,,,,
Adrien Hoffmann,2022/23,4,Celtic,Midfielder,3,28,74915393.0,18.1319,4,original,784,0.8607,Experienced,0,0,0,1,20,1540,77.0,2,6,10,55,1596,1160,72.7,2,11,7,0.6364,116,42,35,0.3506,0.5844,3.2143,0.9351,0.1091,1.6667,3.0974,6.7792,5.8617,2,76,10,Abdominal problems,152,0.6667,0.5,1,1,3919,1,0,3919.0,3919.0,271.1496,0.1373,0.2117,-0.1947,0.0,0.3667,1,2,0,Negative,3,72302356.080008,56662528.37750146,55525168.6537987,43685442.74924958
Adrien Hoffmann,2023/24,5,Celtic,Midfielder,3,29,74915393.0,18.1319,4,original,841,0.8187,Experienced,0,0,0,1,20,1540,77.0,2,6,10,55,1596,1160,72.7,2,11,7,0.6364,116,42,35,0.3506,0.5844,3.2143,0.9351,0.1091,1.6667,3.0974,6.7792,5.8617,2,76,10,Abdominal problems,152,0.6667,0.4,1,1,3919,1,0,3919.0,3919.0,272.1496,0.0,0.146,-0.224,0.05,0.1,0,2,1,Negative,4,64976885.81499105,56662528.37750146,55525168.6537987,43685442.74924958
Adrien Larsen,2019/20,1,Atletico Madrid,Forward,4,25,83074177.0,18.2352,4,original,625,1.0,Prime,0,1,0,0,18,900,50.0,1,13,7,84,1562,1329,85.1,3,117,89,0.7607,25,20,44,1.3,0.7,8.4,2.0,0.1548,0.5385,13.7,2.5,10.25,3,43,4,Abdominal problems,129,0.8182,3.0,1,5,8823,3,1,1764.6,8823.0,502.6164,0.14,0.1724,0.0074,0.1952,0.5101,2,3,0,Neutral,0,,,,
Adrien Larsen,2020/21,2,Atletico Madrid,Forward,4,26,83074177.0,18.2352,4,original,676,0.9512,Prime,0,1,0,0,18,900,50.0,1,13,7,84,1562,1329,85.1,3,117,89,0.7607,25,20,44,1.3,0.7,8.4,2.0,0.1548,0.5385,13.7,2.5,10.25,3,43,4,Abdominal problems,129,0.8182,1.5,1,5,8823,3,1,1764.6,8823.0,517.6164,0.0706,0.1512,-0.1577,0.0633,0.1767,1,3,1,Negative,1,,,,
Adrien Larsen,2021/22,3,Atletico Madrid,Forward,4,27,83074177.0,18.2352,4,original,729,0.9048,Prime,0,1,0,0,18,900,50.0,1,13,7,84,1562,1329,85.1,3,117,89,0.7607,25,20,44,1.3,0.7,8.4,2.0,0.1548,0.5385,13.7,2.5,10.25,3,43,4,Abdominal problems,129,0.8182,1.0,1,5,8823,3,1,1764.6,8823.0,522.6164,0.3284,0.0498,0.5351,0.1269,0.3355,5,0,0,Positive,2,,,,
Adrien Larsen,2022/23,4,Atletico Madrid,Forward,4,28,83074177.0,18.2352,4,original,784,0.8607,Experienced,0,1,0,0,18,900,50.0,1,13,7,84,1562,1329,85.1,3,117,89,0.7607,25,20,44,1.3,0.7,8.4,2.0,0.1548,0.5385,13.7,2.5,10.25,3,43,4,Abdominal problems,129,0.8182,0.75,1,5,8823,3,1,1764.6,8823.0,525.1164,0.269,0.0924,0.3793,0.3836,0.5229,4,1,0,Positive,3,83939817.02556385,60869281.18961159,58566670.67881248,46053181.541670345
Adrien Larsen,2023/24,5,Atletico Madrid,Forward,4,29,83074177.0,18.2352,4,original,841,0.8187,Experienced,0,1,0,0,18,900,50.0,1,13,7,84,1562,1329,85.1,3,117,89,0.7607,25,20,44,1.3,0.7,8.4,2.0,0.1548,0.5385,13.7,2.5,10.25,3,43,4,Abdominal problems,129,0.8182,0.6,1,5,8823,3,1,1764.6,8823.0,526.6164,0.0532,0.2042,-0.2319,0.1506,0.4546,1,3,1,Negative,4,78138135.67113535,60869281.18961159,58566670.67881248,46053181.541670345
Adrien Zielinski,2019/20,1,PSG,Defender,2,25,83121132.0,18.2358,4,original,625,1.0,Prime,1,0,0,0,9,711,79.0,1,3,2,34,513,438,85.5,3,119,48,0.4034,129,80,1,0.3797,0.2532,4.3038,0.6329,0.0882,0.6667,25.1899,16.3291,8.6962,0,0,0,,0,1.0,0.0,0,2,7069,2,0,3534.5,7069.0,443.6159,0.1655,0.0625,0.164,0.0521,0.372,2,1,1,Positive,0,,,,
Adrien Zielinski,2020/21,2,PSG,Defender,2,26,83121132.0,18.2358,4,original,676,0.9512,Prime,1,0,0,0,9,711,79.0,1,3,2,34,513,438,85.5,3,119,48,0.4034,129,80,1,0.3797,0.2532,4.3038,0.6329,0.0882,0.6667,25.1899,16.3291,8.6962,0,0,0,,0,1.0,0.0,0,2,7069,2,0,3534.5,7069.0,443.6159,0.1082,0.1378,-0.0803,0.075,0.2312,1,3,0,Negative,1,,,,
Adrien Zielinski,2021/22,3,PSG,Defender,2,27,83121132.0,18.2358,4,original,729,0.9048,Prime,1,0,0,0,9,711,79.0,1,3,2,34,513,438,85.5,3,119,48,0.4034,129,80,1,0.3797,0.2532,4.3038,0.6329,0.0882,0.6667,25.1899,16.3291,8.6962,0,0,0,,0,1.0,0.0,0,2,7069,2,0,3534.5,7069.0,443.6159,0.067,0.1342,-0.0412,0.075,0.3,1,2,1,Neutral,2,,,,
Adrien Zielinski,2022/23,4,PSG,Defender,2,28,83121132.0,18.2358,4,original,784,0.8607,Experienced,1,0,0,0,9,711,79.0,1,3,2,34,513,438,85.5,3,119,48,0.4034,129,80,1,0.3797,0.2532,4.3038,0.6329,0.0882,0.6667,25.1899,16.3291,8.6962,0,0,0,,0,1.0,0.0,0,2,7069,2,0,3534.5,7069.0,443.6159,0.067,0.1275,-0.0675,0.2938,0.45,1,2,1,Negative,3,52670651.627966754,60893475.174825884,58584091.05914439,46066771.15031803
Adrien Zielinski,2023/24,5,PSG,Defender,2,29,83121132.0,18.2358,4,original,841,0.8187,Experienced,1,0,0,0,9,711,79.0,1,3,2,34,513,438,85.5,3,119,48,0.4034,129,80,1,0.3797,0.2532,4.3038,0.6329,0.0882,0.6667,25.1899,16.3291,8.6962,0,0,0,,0,1.0,0.0,0,2,7069,2,0,3534.5,7069.0,443.6159,0.1895,0.1455,-0.015,-0.1704,0.3483,2,2,0,Neutral,4,49737511.19276681,60893475.174825884,58584091.05914439,46066771.15031803
Adrián López Álvarez,2019/20,1,Osasuna,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,1,20,20.0,1,0,0,1,14,11,78.6,2,1,1,1.0,1,0,0,0.0,0.0,4.5,0.0,0.0,0.0,4.5,4.5,3.6,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,75.6408,0.1447,0.0993,0.0858,-0.1639,0.2127,1,1,1,Positive,0,,,,
Adrián López Álvarez,2020/21,2,Osasuna,Midfielder,3,26,7500000.0,15.8304,1,estimated,676,0.9512,Prime,0,0,0,1,1,20,20.0,1,0,0,1,14,11,78.6,2,1,1,1.0,1,0,0,0.0,0.0,4.5,0.0,0.0,0.0,4.5,4.5,3.6,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,75.6408,0.296,0.0853,0.2421,0.1278,0.3833,2,0,1,Positive,1,,,,
