player_id,player_name,season_year,position,fan_sentiment,media_sentiment,overall_sentiment
3507,Christian Abbiati,2015,Goalkeeper,0.710896123,0.067132297,0.38901421
3525,Sylvain Armand,2015,Defender,0.373267466,0.263592275,0.318429871
3540,John O'Shea,2015,Defender,0.21294956,0.453485298,0.333217429
3547,Darren Fletcher,2015,Midfield,0.080660579,0.301933951,0.191297265
3548,Kieran Richardson,2015,Defender,0.561102592,0.039339254,0.300220923
3569,Steed Malbranque,2015,Midfield,0.433834389,0.238678946,0.336256667
3614,Tony Hibbert,2015,Defender,-0.230567448,0.107345805,-0.061610821
3620,Leon Osman,2015,Midfield,0.287609344,0.296533631,0.292071488
3713,Massimo Maccarone,2015,Attack,0.174599895,0.103258915,0.138929405
3851,Jan-Ingwer Callsen-Bracker,2015,Defender,0.384234738,0.265898557,0.325066647
3875,Jermain Defoe,2015,Attack,0.274316256,0.033252083,0.153784169
3878,Michael Carrick,2015,Midfield,0.3446197,-0.025634562,0.159492569
3881,Glen Johnson,2015,Defender,0.489252565,0.257742831,0.373497698
3950,Kevin Nolan,2015,Midfield,-0.062814028,0.204196885,0.070691429
3995,Gary O'Neil,2015,Midfield,-0.203515159,-0.423752243,-0.313633701
4018,Daniel Baier,2015,Midfield,-0.019084739,-0.254979361,-0.13703205
4072,Peter Crouch,2015,Attack,-0.076776398,0.019133631,-0.028821384
4192,Rafael van der Vaart,2015,Midfield,0.426177777,0.348675779,0.387426778
4233,Adam Federici,2015,Goalkeeper,0.156557927,0.06687524,0.111716584
4241,Joleon Lescott,2015,Defender,0.300366134,0.23535351,0.267859822
4267,Tim Howard,2015,Goalkeeper,0.010541306,0.408066968,0.209304137
4311,Maarten Stekelenburg,2015,Goalkeeper,0.300507749,-0.015864312,0.142321719
4311,Maarten Stekelenburg,2020,Goalkeeper,-0.116719396,0.484645308,0.183962956
4321,Steven Pienaar,2015,Midfield,0.252311954,0.114299218,0.183305586
4357,Klaas-Jan Huntelaar,2015,Attack,0.241496559,0.6145207,0.428008629
4360,Arjen Robben,2012,Attack,0.272009843,0.491087346,0.381548595
4360,Arjen Robben,2015,Attack,0.675859384,0.411613304,0.543736344
4607,Roel Brouwers,2015,Defender,-0.034462931,0.027153689,-0.003654621
4672,Nigel de Jong,2015,Midfield,-0.134560051,0.150176394,0.007808171
4687,Aaron Hunt,2015,Midfield,0.162635979,-0.109378283,0.026628848
4691,Peter Niemeyer,2015,Midfield,-0.389573671,-0.291395634,-0.340484653
4746,David Yelldell,2015,Goalkeeper,0.340750659,-0.111978871,0.114385894
5017,Niklas Moisander,2015,Defender,0.057138917,-0.077396379,-0.010128731
5023,Gianluigi Buffon,2014,Goalkeeper,0.304280484,-0.040995967,0.131642259
5023,Gianluigi Buffon,2015,Goalkeeper,0.099927661,0.456882337,0.278404999
5023,Gianluigi Buffon,2016,Goalkeeper,0.27690018,0.349637083,0.313268632
5072,Thomas Kessler,2015,Goalkeeper,-0.294633161,0.081457138,-0.106588012
5278,Alexander Manninger,2015,Goalkeeper,-0.12147748,0.159635912,0.019079216
5285,Patrice Evra,2014,Defender,0.183436447,0.082483895,0.132960171
5285,Patrice Evra,2015,Defender,0.49894978,0.151380383,0.325165081
5293,SÃ©bastien Squillaci,2015,Defender,-0.096120168,0.08152633,-0.007296919
5303,Souleymane Camara,2015,Attack,0.0013434,0.660066032,0.330704716
5308,CÃ©dric Carrasso,2015,Goalkeeper,0.505884749,-0.149923638,0.177980556
5338,RÃ©my Vercoutre,2015,Goalkeeper,0.207876291,0.292060686,0.249968488
5339,JÃ©rÃ©mie BrÃ©chet,2015,Defender,0.424079472,0.065727045,0.244903259
5348,Florent Balmont,2015,Midfield,0.441128095,0.199162295,0.320145195
5404,JÃ©rÃ©my Mathieu,2013,Defender,0.222810165,0.003029418,0.112919792
5404,JÃ©rÃ©my Mathieu,2014,Defender,0.050823224,0.33659928,0.193711252
5404,JÃ©rÃ©my Mathieu,2014,Defender,0.379134904,0.177476665,0.278305784
5404,JÃ©rÃ©my Mathieu,2014,Defender,0.050823224,0.33659928,0.193711252
5404,JÃ©rÃ©my Mathieu,2014,Defender,0.379134904,0.177476665,0.278305784
5404,JÃ©rÃ©my Mathieu,2015,Defender,0.198622344,0.152198388,0.175410366
5404,JÃ©rÃ©my Mathieu,2016,Defender,-0.026976375,-0.048476371,-0.037726373
5422,Philippe MexÃ¨s,2015,Defender,0.44094967,-0.134650306,0.153149682
5430,Lionel Mathis,2015,Midfield,0.072104094,-0.322431484,-0.125163695
5451,Alaeddine Yahia,2015,Defender,-0.555406927,-0.287632637,-0.421519782
5457,GaÃ«l Danic,2015,Attack,0.073519132,0.012112906,0.042816019
5486,Seydou Keita,2015,Midfield,-0.188194444,0.440750993,0.126278274
5513,JÃ©rÃ©my Toulalan,2012,Midfield,-0.040913434,0.029904154,-0.00550464
5513,JÃ©rÃ©my Toulalan,2015,Midfield,-0.568197436,-0.498536215,-0.533366826
5521,GrÃ©gory Pujol,2015,Attack,0.243605212,0.172792224,0.208198718
5544,Johan Audel,2015,Attack,-0.333672783,0.202165127,-0.065753828
5588,Michael Essien,2012,Midfield,0.039033433,0.000724799,0.019879116
5597,Chaouki Ben Saada,2015,Attack,0.411836678,0.047922375,0.229879526
5658,Petr Cech,2015,Goalkeeper,0.537377747,0.268669544,0.403023646
5672,Ã‰tienne Didot,2015,Midfield,0.318300219,0.644107406,0.481203812
5686,Laurent Pionnier,2015,Goalkeeper,0.66663278,0.014185968,0.340409374
5755,Emiliano Moretti,2015,Defender,0.342179548,0.312882873,0.32753121
5793,Giovanni Pasquale,2015,Defender,0.188831428,-0.064007326,0.062412051
5817,Andrea Pirlo,2014,Midfield,0.150612395,0.466090013,0.308351204
5825,Marco Borriello,2015,Attack,-0.096897575,0.212148592,0.057625509
5856,Daniele Bonera,2015,Defender,0.349431074,-0.141463352,0.103983861
5858,Paolo Cannavaro,2015,Defender,-0.160668451,-0.075462968,-0.11806571
5868,Matteo Brighi,2015,Midfield,0.318567017,0.004929333,0.161748175
5878,Alberto Gilardino,2015,Attack,-0.367679538,0.132636844,-0.117521347
5880,Morgan De Sanctis,2015,Goalkeeper,0.341525742,0.43841934,0.389972541
5893,Giampiero Pinzi,2015,Midfield,0.033770916,-0.076778125,-0.021503605
5928,Sergio Pellissier,2015,Attack,0.461643248,0.191360762,0.326502005
5946,Cesare Bovo,2015,Defender,-0.875511566,-0.282240007,-0.578875787
5947,Daniele De Rossi,2015,Midfield,0.01675312,0.155103627,0.085928374
5957,Alberto Aquilani,2017,Midfield,0.194081685,0.202055351,0.198068518
5958,Francesco Totti,2015,Attack,0.182352024,0.065500535,0.123926279
5962,Antonio Cassano,2015,Attack,0.383928031,0.131548685,0.257738358
5970,Dario Dainelli,2015,Defender,0.064598179,0.113389437,0.088993808
5980,Luca Toni,2015,Attack,0.405966409,0.442245684,0.424106046
5986,Ferdinando Coppola,2015,Goalkeeper,0.235904994,0.290294789,0.263099892
5993,Cristian Zaccardo,2015,Defender,-0.12124974,0.129123778,0.003937019
6004,Alessandro Frara,2015,Midfield,-0.071941726,0.143419066,0.03573867
6031,Antonio Di Natale,2015,Attack,0.828238638,0.089490233,0.458864435
6033,Francesco Lodi,2015,Midfield,0.148932164,0.018457031,0.083694597
6043,Stefano Mauri,2015,Midfield,0.479345962,0.290054512,0.384700237
6150,Fabricio Coloccini,2015,Defender,0.456189647,-0.209885121,0.123152263
6237,Stefan KieÃŸling,2015,Attack,0.400796177,0.325075834,0.362936005
6270,Yohann PelÃ©,2015,Goalkeeper,0.20819428,0.276526539,0.242360409
6585,Kalu Uche,2014,Attack,0.276580652,0.143302526,0.209941589
6636,Christian Fuchs,2015,Defender,0.537395722,0.215570623,0.376483173
6710,Per Mertesacker,2015,Defender,-0.165332315,-0.502790053,-0.334061184
6750,Maurizio Domizzi,2015,Defender,0.515430651,-0.101349748,0.207040451
6793,Angelo Palombo,2015,Midfield,0.516821744,0.251193157,0.38400745
6838,Henok Goitom,2015,Attack,0.161000389,0.163944868,0.162472629
6980,Julien Cardy,2015,Midfield,0.345893726,0.345012021,0.345452874
6986,Thibault Giresse,2015,Midfield,-0.54087298,0.103791604,-0.218540688
7093,Francesco Magnanelli,2015,Midfield,0.195559351,-0.051512082,0.072023634
7096,Daniele Gastaldello,2015,Defender,0.247531669,-0.446099724,-0.099284028
7101,Paolo Sammarco,2015,Midfield,0.200873041,0.132948608,0.166910825
7109,Andrea Barzagli,2014,Defender,0.103618115,0.088343571,0.095980843
7109,Andrea Barzagli,2015,Defender,-0.110075681,0.430686352,0.160305335
7109,Andrea Barzagli,2016,Defender,0.722830564,0.556737706,0.639784135
7161,Jonas Hofmann,2015,Midfield,0.384156679,0.317792531,0.350974605
7161,Jonas Hofmann,2022,Midfield,0.112305356,0.414641154,0.263473255
7161,Jonas Hofmann,2023,Midfield,0.427991221,0.239466466,0.333728843
7427,Ivica Olic,2015,Attack,-0.083197701,0.068653092,-0.007272305
7449,GaÃ«l Clichy,2015,Defender,0.401835914,0.489409925,0.44562292
7602,Thiago Motta,2015,Midfield,-0.450190331,0.223217812,-0.113486259
8060,Carl Medjani,2015,Midfield,-0.21622518,0.196772094,-0.009726543
8060,Carl Medjani,2016,Midfield,0.043091502,0.030920433,0.037005967
8317,Marcel SchÃ¤fer,2015,Defender,0.496618843,-0.158828771,0.168895036
8498,Florent Chaigneau,2015,Goalkeeper,-0.028307154,0.110586032,0.041139439
8552,Arouna KonÃ©,2015,Attack,0.271175717,0.113924076,0.192549896
8883,Emmanuel Adebayor,2015,Attack,0.367763355,0.474676628,0.421219992
8885,Jaroslav Plasil,2015,Midfield,0.228051924,0.341943819,0.284997871
9594,Vincent Kompany,2015,Defender,0.416766322,0.071337839,0.24405208
9594,Vincent Kompany,2018,Defender,0.870587624,0.062228455,0.466408039
9619,Alan Hutton,2015,Defender,0.068763787,-0.1335732,-0.032404706
9850,Vangelis Moras,2015,Defender,0.628885886,0.163787663,0.396336775
9966,Almen Abdi,2015,Midfield,0.164668273,0.203812606,0.18424044
9967,Blerim Dzemaili,2015,Midfield,0.347695557,0.290713155,0.319204356
9967,Blerim Dzemaili,2018,Midfield,0.199805401,0.002524643,0.101165022
10003,Wes Morgan,2015,Defender,0.412121301,-0.320736123,0.045692589
10255,Alexander Farnerud,2015,Midfield,0.646081662,0.171564963,0.408823313
10289,Andrija Delibasic,2012,Attack,0.317477099,0.44347958,0.380478339
10375,Shaun MacDonald,2015,Midfield,0.632175725,0.329412097,0.480793911
11765,Aytac Sulu,2015,Defender,-0.218471124,0.575877439,0.178703158
12028,Kossi Agassa,2015,Goalkeeper,0.119786374,0.027230699,0.073508537
12029,Ludovic Butelle,2015,Goalkeeper,0.590468661,0.542828764,0.566648713
12096,Franck BÃ©ria,2015,Defender,0.377884284,0.408737198,0.393310741
12101,Franck Signorino,2015,Defender,-0.158629274,0.068057414,-0.04528593
12124,Glenn Whelan,2015,Midfield,0.546655752,0.512339472,0.529497612
12134,FranÃ§ois Clerc,2015,Defender,0.944963114,0.405675522,0.675319318
12282,Daley Blind,2015,Defender,-0.135603294,0.602263871,0.233330289
12282,Daley Blind,2020,Defender,0.333384898,0.381270713,0.357327806
12282,Daley Blind,2022,Defender,0.446052418,0.263774658,0.354913538
12386,GrÃ©gory Bourillon,2015,Defender,0.538158932,0.673754916,0.605956924
12508,Yann Jouffre,2015,Midfield,0.222221044,0.1999946,0.211107822
12563,Goran Pandev,2015,Attack,0.307982023,0.094045696,0.20101386
12563,Goran Pandev,2020,Attack,0.634694906,0.471014518,0.552854712
12691,James Collins,2015,Defender,-0.018410242,-0.179835362,-0.099122802
12704,Steven Whittaker,2015,Defender,0.525354686,-0.331810348,0.096772169
12763,Steven Naismith,2015,Attack,0.128747489,0.448966334,0.288856912
12814,JuliÃ¡n Speroni,2015,Goalkeeper,0.247803037,0.628988086,0.438395562
12864,Jaroslav Drobny,2015,Goalkeeper,0.004770851,-0.162293809,-0.078761479
13258,Tim Sparv,2020,Midfield,-0.374050255,0.10199851,-0.136025872
13427,Steve Sidwell,2015,Midfield,0.482073301,0.466409927,0.474241614
13507,Leighton Baines,2015,Defender,0.310377821,-0.070378084,0.119999869
13520,Phil Jagielka,2015,Defender,-0.112231114,0.597359789,0.242564337
13572,Ben Foster,2015,Goalkeeper,0.260277813,0.44056703,0.350422422
13573,Simon Francis,2015,Defender,0.542239347,0.071299581,0.306769464
13640,Kelvin Davis,2015,Goalkeeper,-0.263085031,0.386789457,0.061852213
14066,Wayne Routledge,2015,Attack,-0.188579607,0.499580545,0.155500469
14081,Ben Watson,2015,Midfield,-0.197351806,-0.066931515,-0.13214166
14086,Ashley Young,2015,Defender,-0.065710716,0.110653137,0.022471211
14086,Ashley Young,2018,Defender,-0.524921725,-0.369326903,-0.447124314
14219,Dario Kresic,2015,Goalkeeper,0.389437301,-0.067569591,0.160933855
14221,Aaron Lennon,2015,Attack,0.470816911,0.553697638,0.512257275
14533,Pirmin Schwegler,2015,Midfield,0.266557228,0.014071382,0.140314305
14937,Stipe Pletikosa,2015,Goalkeeper,-0.463660733,-0.1314435,-0.297552117
14951,StÃ©phane Darbion,2015,Midfield,0.076046086,0.272819401,0.174432744
14977,Christoph Janker,2015,Defender,-0.274555375,-0.012814458,-0.143684916
15076,Aleksandr Samedov,2018,Attack,0.256706343,0.212114753,0.234410548
15220,Artur Boruc,2015,Goalkeeper,0.474420927,0.129773157,0.302097042
15570,Igor Akinfeev,2018,Goalkeeper,-0.548028852,-0.31089013,-0.429459491
15760,Ibrahim Afellay,2013,Midfield,0.103533845,0.384429603,0.243981724
15760,Ibrahim Afellay,2015,Midfield,-0.386152553,-0.368457782,-0.377305167
15773,Phil Bardsley,2015,Defender,0.316960311,-0.128963622,0.093998344
15904,Thomas Vermaelen,2014,Defender,0.580974318,0.127935939,0.354455129
15904,Thomas Vermaelen,2015,Defender,-0.098139905,0.347142247,0.124501171
15904,Thomas Vermaelen,2017,Defender,0.327550705,0.201341663,0.264446184
15904,Thomas Vermaelen,2018,Defender,0.543133974,0.128253457,0.335693715
15904,Thomas Vermaelen,2018,Defender,0.357873841,0.247522016,0.302697929
15904,Thomas Vermaelen,2018,Defender,0.543133974,0.128253457,0.335693715
15904,Thomas Vermaelen,2018,Defender,0.357873841,0.247522016,0.302697929
15921,Matt Jarvis,2015,Attack,0.059944078,0.218632816,0.139288447
16101,Atiba Hutchinson,2022,Midfield,0.247343858,0.185351143,0.216347501
16137,Franco Brienza,2015,Midfield,0.630800212,-0.197680581,0.216559816
16408,Orestis Karnezis,2013,Goalkeeper,-0.174133021,0.351238032,0.088552505
16408,Orestis Karnezis,2015,Goalkeeper,0.427580498,0.133200278,0.280390388
16458,Loukas Vyntra,2013,Defender,0.133479017,-0.482300521,-0.174410752
16458,Loukas Vyntra,2014,Defender,0.069451497,-0.44884289,-0.189695696
16474,Alexander Baumjohann,2015,Midfield,-0.013894005,0.318696677,0.152401336
16498,Ramazan Ã–zcan,2015,Goalkeeper,0.46294899,0.233840433,0.348394711
16520,Marco Russ,2015,Defender,0.370616377,0.156871634,0.263744005
16591,Nicolas Maurice-Belay,2015,Midfield,-0.208360232,0.077222588,-0.065568822
16631,Ignazio Abate,2015,Defender,-0.219495916,-0.312137082,-0.265816499
16651,Enzo Maresca,2015,Midfield,0.066851568,0.072517343,0.069684456
16726,Markus SteinhÃ¶fer,2013,Defender,0.404120417,0.445653094,0.424886755
16731,Edson Braafheid,2015,Defender,0.851286703,0.096477487,0.473882095
16868,Alessandro Gamberini,2015,Defender,0.305919578,0.084097379,0.195008478
16893,Antonio Floro Flores,2012,Attack,0.429037222,0.228705653,0.328871438
16893,Antonio Floro Flores,2015,Attack,0.044196158,0.248409175,0.146302666
16911,Kasper Schmeichel,2015,Goalkeeper,0.174587277,0.311405312,0.242996294
16911,Kasper Schmeichel,2018,Goalkeeper,-0.034622215,0.389214785,0.177296285
16911,Kasper Schmeichel,2020,Goalkeeper,0.237880323,-0.050693613,0.093593355
16911,Kasper Schmeichel,2022,Goalkeeper,0.587493501,0.593540299,0.5905169
16911,Kasper Schmeichel,2022,Goalkeeper,0.78040355,0.252219075,0.516311313
16911,Kasper Schmeichel,2022,Goalkeeper,0.587493501,0.593540299,0.5905169
16911,Kasper Schmeichel,2022,Goalkeeper,0.78040355,0.252219075,0.516311313
16911,Kasper Schmeichel,2024,Goalkeeper,0.338325883,0.536833171,0.437579527
16922,Kevin-Prince Boateng,2015,Midfield,0.360761056,-0.167753941,0.096503557
16922,Kevin-Prince Boateng,2016,Midfield,-0.073342042,-0.68094117,-0.377141606
16922,Kevin-Prince Boateng,2018,Midfield,0.165523389,-0.258241364,-0.046358987
16993,JÃ©rÃ©my MÃ©nez,2015,Attack,-0.018932781,0.38340694,0.18223708
17025,Marvin Matip,2015,Defender,-0.048007544,0.004893321,-0.021557112
17179,Marko Basa,2015,Defender,0.226399595,0.408828334,0.317613964
17249,Simone Pepe,2015,Attack,0.115945876,0.014616539,0.065281208
17259,Manuel Neuer,2012,Goalkeeper,0.063098039,0.161837404,0.112467721
17259,Manuel Neuer,2015,Goalkeeper,0.106849636,0.29797107,0.202410353
17259,Manuel Neuer,2018,Goalkeeper,0.118835192,0.322387411,0.220611302
17259,Manuel Neuer,2020,Goalkeeper,0.321652853,0.412475249,0.367064051
17259,Manuel Neuer,2022,Goalkeeper,0.087144752,0.452521835,0.269833294
17259,Manuel Neuer,2023,Goalkeeper,0.508484512,0.295663206,0.402073859
17259,Manuel Neuer,2024,Goalkeeper,0.597755163,0.156824325,0.377289744
17273,Steven Taylor,2015,Defender,0.050946127,0.370442901,0.210694514
17396,Mathieu Flamini,2015,Midfield,0.666367639,-0.138875701,0.263745969
17396,Mathieu Flamini,2017,Midfield,-0.082287889,0.047985733,-0.017151078
17689,Sascha MÃ¶lders,2015,Attack,0.281729794,0.423497033,0.352613413
17804,SÃ©bastien Pocognoli,2015,Defender,0.253903519,0.060686737,0.157295128
17965,Hugo Lloris,2015,Goalkeeper,0.144712964,0.02349617,0.084104567
17965,Hugo Lloris,2018,Goalkeeper,-0.318968809,0.201227568,-0.058870621
17965,Hugo Lloris,2018,Goalkeeper,0.200255392,0.002749953,0.101502673
17965,Hugo Lloris,2018,Goalkeeper,-0.318968809,0.201227568,-0.058870621
17965,Hugo Lloris,2018,Goalkeeper,0.200255392,0.002749953,0.101502673
17965,Hugo Lloris,2020,Goalkeeper,0.136074651,0.43129919,0.283686921
17965,Hugo Lloris,2022,Goalkeeper,0.002499241,0.336633833,0.169566537
18006,Michael Krohn-Dehli,2012,Midfield,0.033678115,-0.269684597,-0.118003241
18006,Michael Krohn-Dehli,2014,Midfield,-0.419916918,0.186758934,-0.116578992
18006,Michael Krohn-Dehli,2015,Midfield,0.024218025,0.125502076,0.074860051
18006,Michael Krohn-Dehli,2017,Midfield,0.160179091,0.373056964,0.266618028
18021,Paul Verhaegh,2015,Defender,0.728869006,0.037367012,0.383118009
18036,Nicolas Douchez,2015,Goalkeeper,-0.234433262,0.152639655,-0.040896804
18277,Marco Sailer,2015,Attack,-0.227514696,0.225414957,-0.001049869
18298,Olivier Auriac,2015,Midfield,0.369680524,0.404560005,0.387120264
18310,BenoÃ®t Assou-Ekotto,2015,Defender,0.81827659,0.130690554,0.474483572
18331,Szabolcs Huszti,2015,Midfield,-0.06285341,-0.029405131,-0.04612927
18542,FranÃ§ois Modesto,2015,Defender,0.154103706,-0.43557269,-0.140734492
18900,Hatem Ben Arfa,2015,Midfield,0.659040002,0.316884922,0.487962462
18900,Hatem Ben Arfa,2021,Midfield,0.455079107,0.29670267,0.375890888
18901,JÃ©rÃ©my ClÃ©ment,2015,Midfield,0.280396805,-0.277252838,0.001571984
18909,Jimmy Briand,2015,Attack,-0.191005292,0.347036138,0.078015423
18912,Yoann Gourcuff,2015,Midfield,0.02991898,0.069710156,0.049814568
18918,Per Ciljan Skjelbred,2015,Midfield,0.027178543,-0.091829414,-0.032325435
18922,Karim Benzema,2012,Attack,0.870508288,0.476960241,0.673734264
18922,Karim Benzema,2013,Attack,0.650092216,0.690354204,0.67022321
18922,Karim Benzema,2013,Attack,0.623256008,0.831507972,0.72738199
18922,Karim Benzema,2013,Attack,0.650092216,0.690354204,0.67022321
18922,Karim Benzema,2013,Attack,0.623256008,0.831507972,0.72738199
18922,Karim Benzema,2014,Attack,0.567067359,0.656005476,0.611536417
18922,Karim Benzema,2015,Attack,0.666683068,0.407384672,0.53703387
18922,Karim Benzema,2015,Attack,0.857175526,0.650092935,0.753634231
18922,Karim Benzema,2015,Attack,0.666683068,0.407384672,0.53703387
18922,Karim Benzema,2015,Attack,0.857175526,0.650092935,0.753634231
18922,Karim Benzema,2016,Attack,0.363197566,0.67512639,0.519161978
18922,Karim Benzema,2016,Attack,0.42406814,0.687769164,0.555918652
18922,Karim Benzema,2016,Attack,0.363197566,0.67512639,0.519161978
18922,Karim Benzema,2016,Attack,0.42406814,0.687769164,0.555918652
18922,Karim Benzema,2017,Attack,0.525516437,0.825652449,0.675584443
18922,Karim Benzema,2017,Attack,0.204940646,0.837530471,0.521235559
18922,Karim Benzema,2017,Attack,0.525516437,0.825652449,0.675584443
18922,Karim Benzema,2017,Attack,0.204940646,0.837530471,0.521235559
18922,Karim Benzema,2018,Attack,0.462548315,0.614527399,0.538537857
18922,Karim Benzema,2019,Attack,0.613269686,0.655719722,0.634494704
18934,Thomas Mangani,2015,Midfield,0.18638829,-0.078521341,0.053933475
18934,Thomas Mangani,2022,Midfield,-0.452076205,0.275882442,-0.088096881
18935,Samir Nasri,2015,Midfield,0.683252442,0.44874889,0.566000666
18935,Samir Nasri,2016,Midfield,0.160500947,-0.354539336,-0.097019195
18940,RÃ©my Riou,2015,Goalkeeper,0.082082891,0.097016675,0.089549783
18955,Renaud Cohade,2015,Midfield,0.492189944,-0.052369899,0.219910023
19041,GÃ¶khan Inler,2015,Midfield,0.293892459,0.159374843,0.226633651
19057,Hedwiges Maduro,2012,Midfield,-0.11306824,0.022452995,-0.045307622
19085,Marouane Chamakh,2015,Attack,0.093459925,-0.002931073,0.045264426
19104,Giuseppe Rossi,2015,Attack,0.39798301,0.0971933,0.247588155
19104,Giuseppe Rossi,2015,Attack,0.646268933,0.471826712,0.559047823
19104,Giuseppe Rossi,2015,Attack,0.39798301,0.0971933,0.247588155
19104,Giuseppe Rossi,2015,Attack,0.646268933,0.471826712,0.559047823
19112,Christian Gentner,2015,Midfield,0.418913715,0.038387839,0.228650777
19305,Oscar Wendt,2015,Defender,-0.048870199,0.383285264,0.167207532
19354,Dennis Aogo,2015,Defender,0.326170847,0.171693737,0.248932292
19435,Gianpaolo Bellini,2015,Defender,0.546551615,0.264393112,0.405472364
19442,Andrea Lazzari,2015,Midfield,0.325263184,0.125042256,0.22515272
19446,Riccardo Montolivo,2015,Midfield,0.269816522,0.296333442,0.283074982
19447,Giampaolo Pazzini,2015,Attack,0.256944808,-0.032391509,0.112276649
19548,Eugen Polanski,2015,Midfield,0.722698341,0.337328339,0.53001334
19671,Daniel Pavlovic,2015,Defender,-0.020332237,0.20148993,0.090578846
19694,Dusan Basta,2015,Defender,0.431298969,0.156472408,0.293885688
19708,BoÅ¡ko JankoviÄ‡,2015,Attack,-0.038425642,0.078940004,0.020257181
19736,Dominik Stroh-Engel,2015,Attack,0.085943952,0.373006752,0.229475352
20276,Florian Klein,2015,Defender,0.755957386,-0.122251601,0.316852893
20463,Corentin Jean,2015,Attack,-0.294641575,0.209685281,-0.042478147
20463,Corentin Jean,2021,Attack,-0.21300623,-0.016407642,-0.114706936
20586,Urby Emanuelson,2015,Midfield,0.25381273,0.2173046,0.235558665
20622,Arnold Mvuemba,2015,Midfield,-0.176950459,0.09690173,-0.040024364
21151,Christian Maggio,2015,Defender,0.422600986,-0.057527228,0.182536879
21175,Vedad Ibisevic,2015,Attack,0.091533829,0.001457047,0.046495438
21327,Ron-Robert Zieler,2015,Goalkeeper,0.305886803,0.176696628,0.241291715
21369,Arda Turan,2012,Attack,0.525768264,0.403618324,0.464693294
21369,Arda Turan,2013,Attack,-0.162764993,-0.455670613,-0.309217803
21369,Arda Turan,2015,Attack,0.252382104,-0.086150096,0.083116004
21369,Arda Turan,2016,Attack,0.342269925,0.01860735,0.180438638
21748,Alessio Cerci,2015,Attack,-0.062263611,0.356756546,0.147246467
21756,Giulio Migliaccio,2015,Midfield,0.285692327,0.092179197,0.188935762
21763,Federico Peluso,2015,Defender,-0.028040984,0.135162154,0.053560585
21770,Gennaro Sardo,2015,Defender,0.586766343,0.247693472,0.417229907
21829,Francesco Benussi,2015,Goalkeeper,-0.033359209,0.228942113,0.097791452
